MD(m)	TVD(m)	TVDSS(m)	TWT(ms)	Vint(m/s)
510.4500122	510.41	476.31	512.39502	2173.5681152
510.6	510.56	476.46	512.5319824	2190.147949
510.9	510.8599854	476.759979	512.805969	2189.671631
511.0499878	511.009979	476.9099731	512.9430542	2189.1953125
511.2	511.16	477.06	513.0800171	2190.5935059
511.35	511.31	477.21	513.21698	2190.147949
511.5	511.46	477.3599854	513.3529663	2205.5039063
511.65	511.6099854	477.509979	513.4900513	2189.1953125
511.8	511.759979	477.6599731	513.6259766	2206.4709473
511.9500122	511.91	477.81	513.7620239	2205.9526367
512.1	512.0599365	477.959961	513.89801	2205.0551758
512.25	512.209961	478.1099854	514.0339966	2206.9196777
512.4	512.3599854	478.26001	514.1699829	2205.9526367
512.5499878	512.5099487	478.4099731	514.30603	2205.0551758
512.7	512.6599731	478.56	514.4429932	2190.5935059
512.8499756	512.8099365	478.709961	514.5800171	2188.75
513	512.959961	478.8599854	514.7180176	2174.50708
513.1500244	513.1099854	479.01001	514.8550415	2189.640625
513.3	513.2599487	479.1599731	514.993042	2173.6225586
513.4500122	513.4099731	479.31	515.1309814	2174.50708
513.6	513.5599365	479.459961	515.2689819	2173.6225586
513.75	513.709961	479.6099854	515.407959	2158.6552734
513.9	513.8599854	479.76001	515.552002	2083.602539
514.0499878	514.0099487	479.9099731	515.6959839	2082.7548828
525	524.959961	490.8599854	527.09198	1921.730591
525.1500244	525.1099854	491.01001	527.247009	1935.40332
525.3	525.2599487	491.1599731	527.39801	1986.55188
525.4500122	525.4099731	491.31	527.545959	2027.379761
525.6	525.5599365	491.459961	527.69	2082.7548828
525.9	525.8599854	491.76001	527.9759521	2098.3676758
526.0499878	526.0099487	491.9099731	528.118042	2111.597168
526.2	526.1599731	492.06	528.2620239	2083.602539
526.3499756	526.3099365	492.209961	528.405029	2097.513916
526.5	526.459961	492.3599854	528.5479736	2098.3676758
526.6500244	526.6099854	492.51001	528.6920166	2083.602539
526.8	526.7599487	492.6599731	528.835022	2097.513916
526.9500122	526.9099731	492.81	528.9760132	2127.6347656
527.1	527.0599365	492.959961	529.1170044	2127.668457
527.4	527.3599854	493.26001	529.4	2120.4650879
527.5499878	527.5099487	493.4099731	529.5410156	2126.7692871
527.8499756	527.8099365	493.709961	529.822998	2127.6516113
528	527.959961	493.8599854	529.96405	2127.6347656
528.1500244	528.1099854	494.01001	530.10498	2128.5344238
528.3	528.2599487	494.1599731	530.2460327	2126.7692871
528.4500122	528.4099731	494.31	530.3869629	2128.5344238
528.6	528.5599365	494.459961	530.5280151	2126.7692871
529.0499878	529.0099487	494.9099731	530.9519653	2122.8601074
529.2	529.1599731	495.06	531.0930176	2127.6347656
529.3499756	529.3099365	495.209961	531.2340088	2126.7692871
530.7	530.6599731	496.56	532.5020142	2129.446289
530.8499756	530.8099365	496.709961	532.6430054	2126.7692871
531.1500244	531.1099854	497.01001	532.927002	2113.3435059
531.3	531.2599487	497.1599731	533.069031	2111.597168
531.4500122	531.4099731	497.31	533.2120361	2098.3676758
531.6	531.5599365	497.459961	533.35498	2097.513916
531.9	531.8599854	497.76001	533.6430054	2083.602539
532.0499878	532.0099487	497.9099731	533.7849731	2112.4836426
532.2	532.1599731	498.06	533.9279785	2098.3676758
532.3499756	532.3099365	498.209961	534.07	2111.597168
532.5	532.459961	498.3599854	534.2130127	2098.3676758
532.6500244	532.6099854	498.51001	534.35498	2113.3435059
532.8	532.7599487	498.6599731	534.4979858	2097.513916
532.9500122	532.9099731	498.81	534.6410522	2097.4934082
533.1	533.0599365	498.959961	534.7849731	2083.6174316
533.25	533.209961	499.1099854	534.92804	2097.4934082
533.4	533.3599854	499.26001	535.0720215	2083.602539
533.5499878	533.5099487	499.4099731	535.2160034	2083.6174316
533.7	533.6599731	499.56	535.3599854	2083.602539
533.8499756	533.8099365	499.709961	535.5039673	2082.7548828
534.1500244	534.1099854	500.01001	535.7919922	2083.602539
534.3	534.2599487	500.1599731	535.9370117	2068.2021484
534.4500122	534.4099731	500.31	536.0809937	2083.602539
534.6	534.5599365	500.459961	536.22699	2054.6901855
534.75	534.709961	500.6099854	536.372009	2069.0439453
534.9	534.8599854	500.76001	536.5180054	2055.5263672
535.0499878	535.0099487	500.9099731	536.6619873	2082.7548828
535.2	535.1599731	501.06	536.805969	2083.602539
535.3499756	535.3099365	501.209961	536.9500122	2082.7548828
535.5	535.459961	501.3599854	537.0929565	2098.3676758
535.6500244	535.6099854	501.51001	537.2379761	2069.0439453
535.8	535.7599487	501.6599731	537.3809814	2097.513916
535.9500122	535.9099731	501.81	537.5239868	2098.3676758
536.1	536.0599365	501.959961	537.6690063	2068.2021484
536.25	536.209961	502.1099854	537.8140259	2069.0439453
536.4	536.3599854	502.26001	537.960022	2055.5263672
536.5499878	536.5099487	502.4099731	538.1060181	2053.8513184
536.7	536.6599731	502.56	538.2520142	2055.5263672
536.8499756	536.8099365	502.709961	538.39801	2053.8513184
537.1500244	537.1099854	503.01001	538.6899414	2055.5263672
537.3	537.2599487	503.1599731	538.8370361	2039.6983643
537.4500122	537.4099731	503.31	538.9840088	2041.356079
537.6	537.5599365	503.459961	539.1309814	2040.5255127
537.75	537.709961	503.6099854	539.2770386	2054.6872559
537.9	537.8599854	503.76001	539.4229736	2055.5263672
538.0499878	538.0099487	503.9099731	539.569031	2053.8513184
538.2	538.1599731	504.06	539.717041	2027.379761
538.3499756	538.3099365	504.209961	539.8659668	2013.579834
538.5	538.459961	504.3599854	540.0140381	2026.5635986
538.6500244	538.6099854	504.51001	540.1620483	2027.379761
538.8	538.7599487	504.6599731	540.309021	2040.5255127
538.9500122	538.9099731	504.81	540.4559937	2041.356079
539.1	539.0599365	504.959961	540.6040039	2026.5549316
539.25	539.209961	505.1099854	540.7520142	2027.379761
539.4	539.3599854	505.26001	540.9020386	1999.9936523
539.5499878	539.5099487	505.4099731	541.052002	1999.974609
539.7	539.6599731	505.56	541.2020264	1999.9936523
539.8499756	539.8099365	505.709961	541.35199	1999.974609
540.1500244	540.1099854	506.01001	541.6520386	1999.9936523
540.3	540.2599487	506.1599731	541.8029785	1986.55188
540.4500122	540.4099731	506.31	541.9550171	1974.1113281
540.6	540.5599365	506.459961	542.1079712	1960.24
540.75	540.709961	506.6099854	542.263	1936.1477051
540.9	540.8599854	506.76001	542.41803	1935.40332
541.0499878	541.0099487	506.9099731	542.5739746	1922.7879639
541.2	541.1599731	507.06	542.72998	1923.5705566
541.3499756	541.3099365	507.209961	542.88501	1934.6159668
541.6500244	541.6099854	507.51001	543.19104	1961.0378418
541.8	541.7599487	507.6599731	543.3430176	1973.3082275
541.9500122	541.9099731	507.81	543.497009	1948.13623
542.1	542.0599365	507.959961	543.6540527	1910.3781738
542.25	542.209961	508.1099854	543.811951	1899.6165771
542.4	542.3599854	508.26001	543.9710083	1886.800659
542.5499878	542.5099487	508.4099731	544.132019	1862.99
542.7	542.6599731	508.56	544.2910156	1886.800659
542.8499756	542.8099365	508.709961	544.4500122	1886.7401123
543	542.959961	508.8599854	544.6050415	1935.40332
543.1500244	543.1099854	509.01001	544.7579956	1961.0378418
543.3	543.2599487	509.1599731	544.9089966	1986.55188
543.4500122	543.4099731	509.31	545.0579834	2013.5936279
543.6	543.5599365	509.459961	545.2050171	2040.5255127
543.75	543.709961	509.6099854	545.3500366	2069.0439453
543.9	543.8599854	509.76001	545.4949951	2069.8947754
544.0499878	544.0099487	509.9099731	545.638	2096.6398926
544.2	544.1599731	510.06	545.780029	2113.3435059
544.3499756	544.3099365	510.209961	545.9219971	2112.4836426
544.5	544.459961	510.3599854	546.0650024	2098.3676758
544.6500244	544.6099854	510.51001	546.2089844	2083.602539
544.8	544.7599487	510.6599731	546.3529663	2082.7548828
544.9500122	544.9099731	510.81	546.4979858	2069.0439453
545.1	545.0599365	510.959961	546.6439819	2054.6901855
545.25	545.209961	511.1099854	546.7910156	2040.5285645
545.4	545.3599854	511.26001	546.9370117	2055.5263672
545.5499878	545.5099487	511.4099731	547.0839844	2040.5255127
545.7	545.6599731	511.56	547.227051	2097.4934082
545.8499756	545.8099365	511.709961	547.37	2097.513916
546	545.959961	511.8599854	547.5180054	2027.379761
546.1500244	546.1099854	512.01001	547.6670532	2013.5936279
546.3	546.2599487	512.1599731	547.8179932	1986.55188
546.4500122	546.4099731	512.31	547.9720459	1948.13623
546.6	546.5599365	512.459961	548.1270142	1935.3599854
546.75	546.709961	512.6099854	548.2820435	1935.40332
546.9	546.8599854	512.76001	548.4390259	1911.15564
547.0499878	547.0099487	512.9099731	548.5969849	1898.84375
547.2	547.1599731	513.06	548.757019	1874.85437
547.3499756	547.3099365	513.209961	548.91803	1862.99
547.6500244	547.6099854	513.51001	549.2420044	1852.0911865
547.8	547.7599487	513.6599731	549.4	1898.84375
547.9500122	547.9099731	513.81	549.5569458	1911.15564
548.1	548.0599365	513.959961	549.7109985	1947.3436279
548.25	548.209961	514.1099854	549.8640137	1961.0378418
548.4	548.3599854	514.26001	550.0140381	1999.9936523
548.5499878	548.5099487	514.4099731	550.1619873	2026.5549316
548.7	548.6599731	514.56	550.3079834	2055.5263672
548.8499756	548.8099365	514.709961	550.4519653	2082.7548828
549.1500244	549.1099854	515.01001	550.74	2083.602539
549.3	549.2599487	515.1599731	550.88501	2068.2021484
549.4500122	549.4099731	515.31	551.0319824	2041.356079
549.6	549.5599365	515.459961	551.18103	2012.7744141
549.75	549.709961	515.6099854	551.3340454	1961.0378418
549.9	549.8599854	515.76001	551.49	1923.5705566
550.0499878	550.0099487	515.9099731	551.6489868	1886.7401123
550.2	550.1599731	516.06	551.8079834	1886.800659
550.3499756	550.3099365	516.209961	551.9689941	1862.99
550.5	550.459961	516.3599854	552.1289673	1875.5528564
550.6500244	550.6099854	516.51001	552.2850342	1922.8356934
550.8	550.7599487	516.6599731	552.440979	1922.7879639
550.9500122	550.9099731	516.81	552.599	1898.9
551.1	551.0599365	516.959961	552.757019	1898.1274414
551.25	551.209961	517.1099854	552.9069824	2000.7885742
551.4	551.3599854	517.26001	553.052002	2069.0439453
551.5499878	551.5099487	517.4099731	553.1929932	2127.668457
551.7	551.6599731	517.56	553.3330078	2143.0327148
551.8499756	551.8099365	517.709961	553.4730225	2142.1608887
552.1500244	552.1099854	518.01001	553.7509766	2158.6552734
552.3	552.2599487	518.1599731	553.8889771	2173.6225586
552.4500122	552.4099731	518.31	554.0279541	2158.6552734
552.6	552.5599365	518.459961	554.1669922	2157.7771
552.9	552.8599854	518.76001	554.4470215	2143.0327148
553.0499878	553.0099487	518.9099731	554.5870361	2142.1608887
553.2	553.1599731	519.06	554.7260132	2158.6552734
553.3499756	553.3099365	519.209961	554.86499	2157.7771
553.6500244	553.6099854	519.51001	555.1430054	2158.6552734
553.8	553.7599487	519.6599731	555.2819824	2157.7771
553.9500122	553.9099731	519.81	555.421021	2158.6552734
554.1	554.0599365	519.959961	555.55896	2173.6225586
554.25	554.209961	520.1099854	555.6959839	2189.640625
554.4	554.3599854	520.26001	555.8330078	2190.5935059
554.5499878	554.5099487	520.4099731	555.9689941	2205.0551758
554.7	554.6599731	520.56	556.1050415	2205.9526367
554.8499756	554.8099365	520.709961	556.2409668	2206.0219727
555	554.959961	520.8599854	556.3770142	2205.9526367
555.1500244	555.1099854	521.01001	556.5140381	2189.640625
555.3	555.2599487	521.1599731	556.6539917	2143.0732422
555.4500122	555.4099731	521.31	556.7949829	2127.6347656
555.6	555.5599365	521.459961	556.9360352	2126.7692871
555.75	555.709961	521.6099854	557.0769653	2128.5344238
555.9	555.8599854	521.76001	557.2180176	2127.6347656
556.0499878	556.0099487	521.9099731	557.3599854	2112.4836426
556.2	556.1599731	522.06	557.5019531	2113.3435059
556.3499756	556.3099365	522.209961	557.6430054	2126.7692871
556.5	556.459961	522.3599854	557.7849731	2113.3435059
556.6500244	556.6099854	522.51001	557.927002	2112.456543
556.8	556.7599487	522.6599731	558.06897	2112.4836426
556.9500122	556.9099731	522.81	558.2119751	2098.3676758
557.1	557.0599365	522.959961	558.35498	2097.513916
557.25	557.209961	523.1099854	558.4980469	2097.4934082
557.4	557.3599854	523.26001	558.6409912	2098.3676758
557.5499878	557.5099487	523.4099731	558.7839966	2097.513916
557.7	557.6599731	523.56	558.927002	2098.3676758
557.8499756	557.8099365	523.709961	559.06897	2112.4836426
558	557.959961	523.8599854	559.2120361	2097.4934082
558.1500244	558.1099854	524.01001	559.3550415	2098.3676758
558.4500122	558.4099731	524.31	559.6389771	2112.9135742
558.6	558.5599365	524.459961	559.780029	2126.7692871
558.75	558.709961	524.6099854	559.9199829	2143.0327148
558.9	558.8599854	524.76001	560.0579834	2174.50708
559.0499878	559.0099487	524.9099731	560.1959839	2173.6225586
559.2	559.1599731	525.06	560.3330078	2189.640625
559.3499756	559.3099365	525.209961	560.4689941	2206.0219727
559.6500244	559.6099854	525.51001	560.7410278	2205.9526367
559.8	559.7599487	525.6599731	560.8760376	2221.6052246
559.9500122	559.9099731	525.81	561.0120239	2205.9526367
560.1	560.0599365	525.959961	561.1469727	2222.58667
560.25	560.209961	526.1099854	561.2819824	2222.5095215
560.4	560.3599854	526.26001	561.4179688	2205.9526367
560.5499878	560.5099487	526.4099731	561.5550537	2188.75
560.7	560.6599731	526.56	561.6920166	2190.5935059
560.8499756	560.8099365	526.709961	561.828979	2189.7023926
561	560.959961	526.8599854	561.9660034	2189.640625
561.1500244	561.1099854	527.01001	562.10498	2158.6552734
561.3	561.2599487	527.1599731	562.242981	2173.6225586
561.4500122	561.4099731	527.31	562.381958	2158.6552734
561.6	561.5599365	527.459961	562.5219727	2142.1608887
561.75	561.709961	527.6099854	562.661011	2158.6552734
561.9	561.8599854	527.76001	562.8010254	2143.0327148
562.0499878	562.0099487	527.9099731	562.94104	2142.1608887
562.2	562.1599731	528.06	563.0810547	2143.0327148
562.3499756	562.3099365	528.209961	563.2200317	2157.7771
562.6500244	562.6099854	528.51001	563.4980469	2158.6552734
562.8	562.7599487	528.6599731	563.6370239	2157.7771
562.9500122	562.9099731	528.81	563.776001	2158.6552734
563.1	563.0599365	528.959961	563.9160156	2142.1608887
563.4	563.3599854	529.26001	564.1950073	2151.2751465
563.5499878	563.5099487	529.4099731	564.3359985	2126.7692871
563.7	563.6599731	529.56	564.477051	2127.6347656
563.8499756	563.8099365	529.709961	564.617981	2127.668457
564	563.959961	529.8599854	564.7590332	2127.6347656
564.1500244	564.1099854	530.01001	564.8990479	2143.0327148
564.3	564.2599487	530.1599731	565.0380249	2157.7771
564.4500122	564.4099731	530.31	565.177002	2158.6552734
564.6	564.5599365	530.459961	565.31604	2157.7771
564.75	564.709961	530.6099854	565.453979	2174.50708
564.9	564.8599854	530.76001	565.5930176	2158.6552734
565.0499878	565.0099487	530.9099731	565.7310181	2173.6225586
565.2	565.1599731	531.06	565.87	2158.6552734
565.3499756	565.3099365	531.209961	566.0089722	2157.7771
565.6500244	565.6099854	531.51001	566.2869873	2158.6552734
565.8	565.7599487	531.6599731	566.4259644	2157.7771
565.9500122	565.9099731	531.81	566.5650024	2158.6552734
566.1	566.0599365	531.959961	566.7050171	2142.1608887
566.25	566.209961	532.1099854	566.8439941	2158.6552734
566.4	566.3599854	532.26001	566.9840088	2143.0327148
566.5499878	566.5099487	532.4099731	567.1240234	2142.1608887
566.7	566.6599731	532.56	567.2659912	2113.3435059
566.8499756	566.8099365	532.709961	567.40802	2111.597168
567.1500244	567.1099854	533.01001	567.6919556	2113.3435059
567.3	567.2599487	533.1599731	567.8340454	2111.597168
567.4500122	567.4099731	533.31	567.97699	2098.3676758
567.6	567.5599365	533.459961	568.12	2097.513916
567.75	567.709961	533.6099854	568.2640381	2083.602539
567.9	567.8599854	533.76001	568.4069824	2098.3676758
568.0499878	568.0099487	533.9099731	568.552002	2068.2021484
568.2	568.1599731	534.06	568.697998	2055.5263672
568.3499756	568.3099365	534.209961	568.844971	2040.5255127
568.5	568.459961	534.3599854	568.992981	2027.379761
568.6500244	568.6099854	534.51001	569.1400146	2040.5285645
568.8	568.7599487	534.6599731	569.286011	2054.6901855
568.9500122	568.9099731	534.81	569.4320068	2054.6872559
569.1	569.0599365	534.959961	569.5769653	2069.0527344
569.25	569.209961	535.1099854	569.7260132	2013.5936279
569.4	569.3599854	535.26001	569.8760376	1999.9936523
569.5499878	569.5099487	535.4099731	570.026001	1999.974609
569.7	569.6599731	535.56	570.1760254	1999.9936523
569.8499756	569.8099365	535.709961	570.3250122	2012.7744141
570	569.959961	535.8599854	570.474	2013.5936279
570.1500244	570.1099854	536.01001	570.6229858	2014.3994141
570.3	570.2599487	536.1599731	570.77301	1999.1799316
570.4500122	570.4099731	536.31	570.9240112	1987.3604736
570.6	570.5599365	536.459961	571.0740356	1999.1799316
570.75	570.709961	536.6099854	571.2249756	1987.3604736
570.9	570.8599854	536.76001	571.3760376	1986.5761719
571.0499878	571.0099487	536.9099731	571.5269775	1986.55188
571.2	571.1599731	537.06	571.6779785	1987.3604736
571.3499756	571.3099365	537.209961	571.829041	1985.7679443
597	596.959961	562.8599854	597.4550171	2001.8747559
597.1500244	597.1099854	563.01001	597.60199	2041.356079
597.3	597.2599487	563.1599731	597.747009	2068.2021484
597.4500122	597.4099731	563.31	597.8919678	2069.8947754
597.6	597.5599365	563.459961	598.0390015	2040.5255127
597.75	597.709961	563.6099854	598.1849976	2054.6872559
597.9	597.8599854	563.76001	598.3330078	2027.379761
598.0499878	598.0099487	563.9099731	598.47998	2040.5255127
598.2	598.1599731	564.06	598.6260376	2054.6872559
598.3499756	598.3099365	564.209961	598.7709961	2069.0527344
598.5	598.459961	564.3599854	598.9160156	2069.0439453
598.6500244	598.6099854	564.51001	599.0620117	2054.6872559
598.8	598.7599487	564.6599731	599.2089844	2040.5255127
599.25	599.209961	565.1099854	599.6500244	2040.8033447
599.4	599.3599854	565.26001	599.7939453	2084.465332
599.5499878	599.5099487	565.4099731	599.9379883	2082.7548828
599.7	599.6599731	565.56	600.0830078	2069.0439453
599.8499756	599.8099365	565.709961	600.2280273	2068.2021484
600	599.959961	565.8599854	600.3739624	2055.5263672
600.1500244	600.1099854	566.01001	600.5189819	2069.0439453
600.3	600.2599487	566.1599731	600.664978	2054.6901855
600.4500122	600.4099731	566.31	600.8110352	2054.6872559
600.6	600.5599365	566.459961	600.9580078	2040.5255127
600.75	600.709961	566.6099854	601.1040039	2054.6872559
600.9	600.8599854	566.76001	601.2509766	2041.356079
601.0499878	601.0099487	566.9099731	601.3989868	2026.5549316
601.2	601.1599731	567.06	601.5449829	2055.5263672
601.3499756	601.3099365	567.209961	601.6920166	2039.6983643
601.5	601.459961	567.3599854	601.8400269	2027.379761
601.6500244	601.6099854	567.51001	601.9859619	2055.5263672
601.8	601.7599487	567.6599731	602.13	2082.7548828
601.9500122	601.9099731	567.81	602.2719727	2113.3435059
602.1	602.0599365	567.959961	602.4159546	2082.7548828
602.25	602.209961	568.1099854	602.5580444	2112.456543
602.4	602.3599854	568.26001	602.6989746	2128.5344238
602.5499878	602.5099487	568.4099731	602.8400269	2126.7692871
602.7	602.6599731	568.56	602.9819946	2113.3435059
602.8499756	602.8099365	568.709961	603.1229858	2126.7692871
603	602.959961	568.8599854	603.2650146	2113.3435059
603.1500244	603.1099854	569.01001	603.4060059	2127.6347656
603.3	603.2599487	569.1599731	603.5479736	2112.4836426
603.4500122	603.4099731	569.31	603.6890259	2127.6347656
603.6	603.5599365	569.459961	603.8299561	2127.668457
603.9	603.8599854	569.76001	604.112	2127.6347656
604.0499878	604.0099487	569.9099731	604.252991	2127.668457
604.2	604.1599731	570.06	604.394043	2127.6347656
604.3499756	604.3099365	570.209961	604.5349731	2127.668457
604.5	604.459961	570.3599854	604.6760254	2127.6347656
604.6500244	604.6099854	570.51001	604.8169556	2128.5344238
604.8	604.7599487	570.6599731	604.95697	2142.1608887
604.9500122	604.9099731	570.81	605.0980225	2127.6347656
605.1	605.0599365	570.959961	605.2389526	2127.668457
605.4	605.3599854	571.26001	605.5189819	2143.0327148
605.5499878	605.5099487	571.4099731	605.6600342	2126.7692871
605.7	605.6599731	571.56	605.8	2143.9455566
605.8499756	605.8099365	571.709961	605.94	2142.1608887
606.1500244	606.1099854	572.01001	606.2200317	2143.0327148
606.3	606.2599487	572.1599731	606.3600464	2142.1608887
606.4500122	606.4099731	572.31	606.5	2143.0327148
606.6	606.5599365	572.459961	606.6399536	2143.0732422
606.75	606.709961	572.6099854	606.7789917	2158.6552734
606.9	606.8599854	572.76001	606.9190063	2143.0327148
607.0499878	607.0099487	572.9099731	607.0579834	2157.7771
607.2	607.1599731	573.06	607.197998	2143.0327148
607.3499756	607.3099365	573.209961	607.3369751	2157.7771
607.5	607.459961	573.3599854	607.47699	2143.0327148
607.6500244	607.6099854	573.51001	607.6160278	2158.6552734
607.8	607.7599487	573.6599731	607.7550049	2157.7771
607.9500122	607.9099731	573.81	607.8939819	2158.6552734
608.1	608.0599365	573.959961	608.03302	2157.7771
608.4	608.3599854	574.26001	608.3109741	2158.6552734
608.5499878	608.5099487	574.4099731	608.4500122	2157.7771
608.7	608.6599731	574.56	608.588989	2158.6552734
608.8499756	608.8099365	574.709961	608.72699	2173.6225586
609	608.959961	574.8599854	608.8659668	2158.6552734
609.1500244	609.1099854	575.01001	609.0040283	2173.5681152
609.3	609.2599487	575.1599731	609.1430054	2157.7771
609.4500122	609.4099731	575.31	609.2810059	2174.50708
609.6	609.5599365	575.459961	609.4190063	2173.6225586
609.75	609.709961	575.6099854	609.5579834	2158.6552734
609.9	609.8599854	575.76001	609.6959839	2174.50708
610.0499878	610.0099487	575.9099731	609.8340454	2172.6838379
610.2	610.1599731	576.06	609.9719849	2174.50708
610.3499756	610.3099365	576.209961	610.1099854	2173.6225586
610.5	610.459961	576.3599854	610.247009	2189.640625
610.6500244	610.6099854	576.51001	610.38501	2174.50708
610.8	610.7599487	576.6599731	610.52301	2173.6225586
610.9500122	610.9099731	576.81	610.66095	2174.50708
611.1	611.0599365	576.959961	610.7979736	2188.75
611.4	611.3599854	577.26001	611.0739746	2174.50708
611.5499878	611.5099487	577.4099731	611.2130127	2156.852051
611.7	611.6599731	577.56	611.3529663	2143.9455566
611.8499756	611.8099365	577.709961	611.4910278	2172.6838379
612	611.959961	577.8599854	611.627991	2190.5935059
612.1500244	612.1099854	578.01001	611.7659912	2174.50708
612.3	612.2599487	578.1599731	611.9049683	2157.7771
612.4500122	612.4099731	578.31	612.046021	2127.6347656
612.6	612.5599365	578.459961	612.1879883	2112.4836426
612.75	612.709961	578.6099854	612.3309937	2098.3676758
612.9	612.8599854	578.76001	612.4719849	2127.6347656
613.0499878	613.0099487	578.9099731	612.612	2142.1608887
613.2	613.1599731	579.06	612.7509766	2158.6552734
613.3499756	613.3099365	579.209961	612.8900146	2157.7771
613.6500244	613.6099854	579.51001	613.1700439	2143.0327148
613.8	613.7599487	579.6599731	613.3120117	2112.4836426
613.9500122	613.9099731	579.81	613.4559937	2083.602539
614.1	614.0599365	579.959961	613.60199	2054.6901855
614.25	614.209961	580.1099854	613.7479858	2054.6872559
614.4	614.3599854	580.26001	613.8939819	2055.5263672
614.5499878	614.5099487	580.4099731	614.0390015	2068.2021484
614.7	614.6599731	580.56	614.1829834	2083.602539
614.8499756	614.8099365	580.709961	614.3239746	2127.668457
615	614.959961	580.8599854	614.4629517	2158.6552734
615.1500244	615.1099854	581.01001	614.602051	2157.72998
615.3	615.2599487	581.1599731	614.74	2173.6225586
615.4500122	615.4099731	581.31	614.8790283	2158.6552734
615.6	615.5599365	581.459961	615.019043	2142.1608887
615.75	615.709961	581.6099854	615.1589966	2143.9455566
615.9	615.8599854	581.76001	615.2990112	2143.0327148
616.0499878	616.0099487	581.9099731	615.4390259	2142.1608887
616.2	616.1599731	582.06	615.5800171	2127.6347656
616.3499756	616.3099365	582.209961	615.719971	2143.0732422
616.5	616.459961	582.3599854	615.8589478	2158.6552734
616.6500244	616.6099854	582.51001	615.9960327	2189.640625
616.8	616.7599487	582.6599731	616.1329956	2189.7023926
616.9500122	616.9099731	582.81	616.2689819	2205.9526367
617.1	617.0599365	582.959961	616.4060059	2188.75
617.25	617.209961	583.1099854	616.5440063	2174.50708
617.4	617.3599854	583.26001	616.680969	2190.5935059
617.5499878	617.5099487	583.4099731	616.8179932	2188.75
617.7	617.6599731	583.56	616.954041	2205.9526367
617.8499756	617.8099365	583.709961	617.0899658	2206.0219727
618	617.959961	583.8599854	617.2260132	2205.9526367
618.1500244	618.1099854	584.01001	617.3629761	2190.5935059
618.3	618.2599487	584.1599731	617.4990234	2205.0551758
618.4500122	618.4099731	584.31	617.6360474	2189.640625
618.6	618.5599365	584.459961	617.77301	2189.7023926
618.75	618.709961	584.6099854	617.9089966	2205.9526367
618.9	618.8599854	584.76001	618.045959	2190.5935059
619.0499878	619.0099487	584.9099731	618.1830444	2188.75
619.2	619.1599731	585.06	618.3209839	2174.50708
619.3499756	619.3099365	585.209961	618.4579468	2189.7023926
619.5	619.459961	585.3599854	618.5950317	2189.640625
620.7	620.6599731	586.56	619.6920166	2187.7602539
620.8499756	620.8099365	586.709961	619.828979	2189.7023926
621	620.959961	586.8599854	619.9659424	2190.5935059
621.1500244	621.1099854	587.01001	620.1030273	2189.640625
