MD(m)	TVD(m)	TVDSS(m)	TWT(ms)	Vint(m/s)
352.8	352.8	322.8	346.8630066	1898.5775146
352.9500122	352.9500122	322.9500122	347.0189819	1923.3123779
353.1	353.1	323.1	347.1730042	1947.8052979
353.25	353.25	323.25	347.3280029	1935.4466553
353.4	353.4	323.4	347.4839783	1923.2437744
353.5499878	353.5499878	323.5499878	347.6400146	1922.8764648
353.7	353.7	323.7	347.7980042	1899.00293
353.85	353.85	323.85	347.9559937	1898.5776367
354.15	354.15	324.15	348.2739868	1886.8338623
354.3	354.3	324.3	348.431	1910.8312988
354.4500122	354.4500122	324.4500122	348.5859985	1935.5146484
354.6	354.6	324.6	348.7389832	1960.7049561
354.75	354.75	324.75	348.8909912	1973.7763672
355.0499878	355.0499878	325.0499878	349.1929932	1986.6311035
355.2	355.2	325.2	349.3460083	1960.772949
355.35	355.35	325.35	349.4980164	1973.776489
355.5	355.5	325.5	349.651001	1960.7050781
355.65	355.65	325.65	349.806	1935.4471436
355.8	355.8	325.8	349.9620056	1923.2442627
355.9500122	355.9500122	325.9500122	350.12	1898.6430664
356.25	356.25	326.25	350.4379883	1886.8342285
356.4	356.4	326.4	350.5950012	1910.831665
356.5499878	356.5499878	326.5499878	350.75	1935.4472656
356.7	356.7	326.7	350.9030151	1960.771851
357	357	327	351.2090149	1960.7053223
357.15	357.15	327.15	351.3630066	1948.1831055
357.3	357.3	327.3	351.5180054	1935.4473877
357.4500122	357.4500122	327.4500122	351.6750183	1910.8959961
357.6	357.6	327.6	351.8329773	1898.9364014
357.75	357.75	327.75	351.9909973	1898.578369
358.0499878	358.0499878	328.0499878	352.3049927	1910.831909
358.2	358.2	328.2	352.4620056	1910.8953857
358.35	358.35	328.35	352.6170044	1935.44751
358.5	358.5	328.5	352.7739868	1910.8320313
358.65	358.65	328.65	352.9289856	1935.4476318
358.8	358.8	328.8	353.085022	1922.8774414
358.9500122	358.9500122	328.9500122	353.2409973	1923.3079834
359.1	359.1	329.1	353.3970032	1922.8774414
359.25	359.25	329.25	353.553009	1923.244873
359.5499878	359.5499878	329.5499878	353.8630066	1935.447876
359.7	359.7	329.7	354.0180054	1935.5107422
360.3	360.3	330.3	354.638	1935.447876
360.4500122	360.4500122	330.4500122	354.7940063	1923.3068848
360.6	360.6	330.6	354.9519958	1898.5788574
360.75	360.75	330.75	355.1109924	1886.835083
360.9	360.9	330.9	355.2720032	1863.4331055
361.0499878	361.0499878	331.0499878	355.43	1898.578979
361.2	361.2	331.2	355.5910034	1863.49231
361.35	361.35	331.35	355.7510071	1874.8864746
361.5	361.5	331.5	355.90802	1910.83252
361.65	361.65	331.65	356.0630188	1935.4482422
361.8	361.8	331.8	356.22	1910.8326416
361.9500122	361.9500122	331.9500122	356.3760071	1923.3057861
362.1	362.1	332.1	356.54	1829.2324219
362.25	362.25	332.25	356.7030029	1840.2680664
362.4	362.4	332.4	356.86499	1852.1190186
362.5499878	362.5499878	332.5499878	357.02301	1898.5792236
362.7	362.7	332.7	357.178009	1935.5085449
362.85	362.85	332.85	357.332001	1948.184082
363	363	333	357.487	1935.4483643
363.15	363.15	333.15	357.6430054	1922.8781738
363.3	363.3	333.3	357.802002	1886.8355713
363.4500122	363.4500122	333.4500122	357.96402	1851.8353271
363.6	363.6	333.6	358.1280212	1829.232666
363.9	363.9	333.9	358.453979	1840.6048584
364.0499878	364.0499878	334.0499878	358.6170044	1840.2684326
364.2	364.2	334.2	358.776001	1886.8929443
364.35	364.35	334.35	358.9360046	1874.8869629
364.5	364.5	334.5	359.0950012	1886.8356934
364.65	364.65	334.65	359.252991	1898.9377441
364.8	364.8	334.8	359.4120178	1886.4823
364.9500122	364.9500122	334.9500122	359.571991	1875.2927246
365.1	365.1	335.1	359.7319946	1874.887207
365.25	365.25	335.25	359.8959961	1829.2330322
365.4	365.4	335.4	360.0610046	1818.3291016
365.5499878	365.5499878	335.5499878	360.22699	1807.2298584
365.7	365.7	335.7	360.3919983	1818.0545654
365.85	365.85	335.85	360.5569763	1818.3291016
366	366	336	360.7229919	1807.2298584
366.15	366.15	336.15	360.8860168	1840.2687988
366.3	366.3	336.3	361.0450134	1886.83606
366.4500122	366.4500122	336.4500122	361.2009888	1923.30249
366.6	366.6	336.6	361.3529968	1973.3916016
366.75	366.75	336.75	361.502991	2000.053833
366.9	366.9	336.9	361.6549988	1973.7786865
367.0499878	367.0499878	337.0499878	361.8110046	1922.8790283
367.2	367.2	337.2	361.9689941	1898.9931641
367.35	367.35	337.35	362.1299744	1863.4342041
367.65	367.65	337.65	362.45401	1851.7791748
367.8	367.8	337.8	362.61499	1863.4343262
367.9500122	367.9500122	337.9500122	362.7749939	1874.9412842
368.1	368.1	338.1	362.93399	1886.8363037
368.25	368.25	338.25	363.09	1922.87915
368.4	368.4	338.4	363.2460022	1923.246582
368.5499878	368.5499878	338.5499878	363.4020081	1922.8792725
368.7	368.7	338.7	363.5579834	1923.3009033
368.85	368.85	338.85	363.71402	1922.8792725
369	369	339	363.87	1923.2467041
369.15	369.15	339.15	364.0240173	1947.80835
369.3	369.3	339.3	364.1789856	1935.821899
369.4500122	369.4500122	339.4500122	364.3370056	1898.633301
369.6	369.6	339.6	364.4979858	1863.43457
369.9	369.9	339.9	364.8179932	1874.8880615
370.0499878	370.0499878	340.0499878	364.9750061	1910.8341064
370.2	370.2	340.2	365.125	2000.1094971
370.35	370.35	340.35	365.2740173	2013.2548828
370.5	370.5	340.5	365.4219971	2027.0386963
370.65	370.65	340.65	365.569	2041.0126953
370.8	370.8	340.8	365.7180176	2013.2550049
370.9500122	370.9500122	340.9500122	365.8669739	2013.7124023
371.1	371.1	341.1	366.0159912	2013.2550049
371.5499878	371.5499878	341.5499878	366.4659729	2000.0546875
371.7	371.7	341.7	366.6159973	1999.71106
371.85	371.85	341.85	366.7659912	2000.05481
372	372	342	366.914978	2013.657959
372.3	372.3	342.3	367.2130127	2013.255249
372.4500122	372.4500122	342.4500122	367.3610229	2027.0927734
372.6	372.6	342.6	367.5090027	2027.0391846
372.75	372.75	342.75	367.6560059	2041.0130615
372.9	372.9	342.9	367.8039856	2027.0391846
373.0499878	373.0499878	343.0499878	367.9530029	2013.2553711
373.2	373.2	343.2	368.1040039	1986.686279
373.35	373.35	343.35	368.252991	2013.6580811
373.5	373.5	343.5	368.405029	1973.3929443
373.65	373.65	343.65	368.556	1987.0267334
373.8	373.8	343.8	368.7080078	1973.3930664
373.9500122	373.9500122	343.9500122	368.8589783	1987.077881
374.1	374.1	344.1	369.0090027	2000.0551758
374.25	374.25	344.25	369.1590271	1999.657959
374.4	374.4	344.4	369.3079834	2013.6584473
374.5499878	374.5499878	344.5499878	369.4590149	1986.6347656
374.7	374.7	344.7	369.6100159	1986.685181
374.85	374.85	344.85	369.7619934	1973.780029
375	375	345	369.9130249	1986.6348877
375.15	375.15	345.15	370.0639954	1987.0271
375.3	375.3	345.3	370.213989	2000.055542
375.4500122	375.4500122	345.4500122	370.36499	1986.6846924
375.75	375.75	345.75	370.67099	1960.7088623
375.9	375.9	345.9	370.8249817	1948.1865234
376.0499878	376.0499878	346.0499878	370.97702	1973.3934326
376.2	376.2	346.2	371.1289978	1973.8291016
376.35	376.35	346.35	371.2779846	2013.6586914
376.5	376.5	346.5	371.4259949	2027.039917
376.65	376.65	346.65	371.5740051	2026.6318359
376.8	376.8	346.8	371.7229919	2013.6589355
376.9500122	376.9500122	346.9500122	371.8729858	2000.10437
377.1	377.1	347.1	372.02298	2000.0557861
377.25	377.25	347.25	372.1759949	1960.7092285
377.4	377.4	347.4	372.3300171	1947.8098145
377.5499878	377.5499878	347.5499878	372.4829712	1961.0913086
377.7	377.7	347.7	372.6340027	1986.6829834
377.85	377.85	347.85	372.7819824	2027.0401611
378	378	348	372.9290161	2040.6003418
378.15	378.15	348.15	373.0759888	2041.01416
378.3	378.3	348.3	373.2229919	2040.6004639
378.4500122	378.4500122	348.4500122	373.3690186	2054.8110352
378.75	378.75	348.75	373.661011	2054.7626953
378.9	378.9	348.9	373.8079834	2041.0142822
379.0499878	379.0499878	349.0499878	373.9559937	2027.0404053
379.2	379.2	349.2	374.105011	2013.3033447
379.35	379.35	349.35	374.256012	1986.63562
379.5	379.5	349.5	374.4069824	1987.027832
379.65	379.65	349.65	374.55899	1973.7810059
379.8	379.8	349.8	374.7119751	1960.7097168
379.9500122	379.9500122	349.9500122	374.86499	1960.7545166
380.25	380.25	350.25	375.171021	1960.7097168
380.4	380.4	350.4	375.3249817	1948.1873779
380.5499878	380.5499878	350.5499878	375.47699	1973.78125
380.7	380.7	350.7	375.63	1960.7540283
380.85	380.85	350.85	375.7810059	1986.6358643
381	381	351	375.9329834	1973.78125
381.15	381.15	351.15	376.0870056	1947.8105469
381.3	381.3	351.3	376.24	1961.0919189
381.4500122	381.4500122	351.4500122	376.3919983	1973.43811
381.6	381.6	351.6	376.543	1987.0281982
381.75	381.75	351.75	376.6959839	1960.709961
381.9	381.9	351.9	376.8480225	1973.3945313
382.0499878	382.0499878	352.0499878	376.9989929	1987.02832
382.2	382.2	352.2	377.1530151	1947.853149
382.35	382.35	352.35	377.3070068	1948.1876221
382.5	382.5	352.5	377.4589844	1973.7814941
382.65	382.65	352.65	377.612	1960.7102051
382.8	382.8	352.8	377.7639771	1973.7816162
382.9500122	382.9500122	352.9500122	377.9140015	1999.7025146
383.1	383.1	353.1	378.0629883	2013.6600342
383.25	383.25	353.25	378.2120056	2013.2573242
383.5499878	383.5499878	353.5499878	378.5159912	1973.7817383
383.7	383.7	353.7	378.6669922	1986.6783447
383.85	383.85	353.85	378.819	1973.7817383
384	384	354	378.9710083	1973.3948975
384.15	384.15	354.15	379.1210022	2000.0571289
384.3	384.3	354.3	379.2690125	2027.0415039
384.4500122	384.4500122	354.4500122	379.4140015	2069.166748
384.6	384.6	354.6	379.5549927	2127.7294922
384.9	384.9	354.9	379.835022	2142.675293
385.0499878	385.0499878	355.0499878	379.9779968	2098.0175781
385.2	385.2	355.2	380.125	2041.0571289
385.35	385.35	355.35	380.27301	2026.6334229
385.5	385.5	355.5	380.4219971	2013.6605225
385.65	385.65	355.65	380.5710144	2013.2578125
385.8	385.8	355.8	380.7189941	2027.041748
385.9500122	385.9500122	355.9500122	380.8659973	2041.0565186
386.1	386.1	356.1	381.0139771	2027.041748
386.25	386.25	356.25	381.1640015	1999.6601563
386.4	386.4	356.4	381.3169861	1961.0928955
386.5499878	386.5499878	356.5499878	381.474	1910.8371582
386.7	386.7	356.7	381.6319885	1898.62085
386.85	386.85	356.85	381.7879944	1923.2498779
387	387	357	381.9429932	1935.452881
387.15	387.15	357.15	382.0970154	1947.8116455
387.3	387.3	357.3	382.2489929	1973.782471
387.4500122	387.4500122	357.4500122	382.401001	1973.8205566
387.6	387.6	357.6	382.552002	1986.637207
387.75	387.75	357.75	382.701019	2013.2581787
387.9	387.9	357.9	382.849	2027.0421143
388.0499878	388.0499878	358.0499878	382.9949951	2054.7646484
388.2	388.2	358.2	383.138	2098.0581055
388.35	388.35	358.35	383.2810059	2098.018311
388.5	388.5	358.5	383.4240112	2097.5810547
388.65	388.65	358.65	383.569	2069.1247559
388.8	388.8	358.8	383.71701	2027.0423584
388.9500122	388.9500122	358.9500122	383.8680115	1986.6744385
389.1	389.1	359.1	384.0210266	1960.7113037
389.25	389.25	359.25	384.1759949	1935.825439
389.4	389.4	359.4	384.3300171	1947.8120117
389.5499878	389.5499878	359.5499878	384.4839783	1948.1890869
389.7	389.7	359.7	384.638	1947.8476563
389.85	389.85	359.85	384.7909851	1961.0935059
390	390	360	384.944	1960.7115479
390.15	390.15	360.15	385.0960083	1973.3961182
390.3	390.3	360.3	385.2469788	1987.0299072
390.4500122	390.4500122	360.4500122	385.3990173	1973.4313965
390.6	390.6	360.6	385.552002	1961.0936279
390.75	390.75	360.75	385.7049866	1960.71167
390.9	390.9	360.9	385.8590088	1947.8123779
391.0499878	391.0499878	361.0499878	386.0119934	1961.09375
391.2	391.2	361.2	386.1660156	1947.8465576
391.35	391.35	361.35	386.32	1948.1893311
391.65	391.65	361.65	386.6260071	1960.7119141
391.8	391.8	361.8	386.7779846	1973.7833252
391.9500122	391.9500122	361.9500122	386.931	1960.7456055
392.1	392.1	362.1	387.0830078	1973.7833252
392.4	392.4	362.4	387.3890076	1960.7120361
392.5499878	392.5499878	362.5499878	387.543	1948.1895752
392.7	392.7	362.7	387.697998	1935.48645
392.85	392.85	362.85	387.85202	1947.8126221
393	393	363	388.006012	1948.1896973
393.15	393.15	363.15	388.1589966	1960.7121582
393.3	393.3	363.3	388.3129883	1948.189819
393.4500122	393.4500122	363.4500122	388.4660034	1960.7445068
393.75	393.75	363.75	388.7720032	1960.71228
393.9	393.9	363.9	388.9249878	1961.0942383
394.0499878	394.0499878	364.0499878	389.0769958	1973.396851
394.2	394.2	364.2	389.230011	1960.7438965
394.35	394.35	364.35	389.3829956	1961.09436
394.5	394.5	364.5	389.5350037	1973.396851
394.8	394.8	364.8	389.8429871	1948.1900635
394.9500122	394.9500122	364.9500122	389.997009	1947.84375
395.4	395.4	365.4	390.4620056	1935.4543457
395.5499878	395.5499878	365.5499878	390.6180115	1923.2515869
395.7	395.7	365.7	390.77301	1935.4842529
395.85	395.85	365.85	390.927002	1948.1901855
396	396	366	391.082001	1935.4544678
396.15	396.15	366.15	391.2349854	1960.7127686
396.3	396.3	366.3	391.3890076	1947.8133545
396.4500122	396.4500122	366.4500122	391.5419922	1961.1242676
396.6	396.6	366.6	391.6950073	1960.7127686
396.75	396.75	366.75	391.849	1947.8133545
396.9	396.9	366.9	392.002991	1948.19043
397.0499878	397.0499878	367.0499878	392.15799	1935.4547119
397.2	397.2	367.2	392.3119812	1948.2189941
397.5	397.5	367.5	392.6180115	1960.712891
397.65	397.65	367.65	392.7720032	1948.1905518
397.8	397.8	367.8	392.9249878	1960.7130127
397.9500122	397.9500122	367.9500122	393.0780029	1960.7410889
398.1	398.1	368.1	393.2310181	1960.7130127
398.25	398.25	368.25	393.384979	1948.1906738
398.4	398.4	368.4	393.5379944	1960.7131348
398.5499878	398.5499878	368.5499878	393.6919861	1948.1907959
398.7	398.7	368.7	393.8460083	1947.8409424
398.85	398.85	368.85	394	1960.7131348
399.15	399.15	369.15	394.3069763	1948.1907959
399.3	399.3	369.3	394.4609985	1947.8139648
399.4500122	399.4500122	369.4500122	394.6159973	1935.4814453
399.6	399.6	369.6	394.769989	1948.1907959
400.0499878	400.0499878	370.0499878	395.2290039	1960.7133789
400.2	400.2	370.2	395.3819885	1961.12146
400.35	400.35	370.35	395.5350037	1960.713501
400.5	400.5	370.5	395.6890259	1947.8140869
400.8	400.8	370.8	396	1935.4554443
400.9500122	400.9500122	370.9500122	396.1549988	1923.2773438
401.1	401.1	371.1	396.3130188	1898.58606
401.5499878	401.5499878	371.5499878	396.79	1886.8424072
401.7	401.7	371.7	396.947998	1898.6101074
401.85	401.85	371.85	397.1029968	1935.4555664
402	402	372	397.2569885	1948.1912842
402.3	402.3	372.3	397.5630188	1960.7138672
402.4500122	402.4500122	372.4500122	397.7149963	1973.8093262
402.6	402.6	372.6	397.8670044	1973.7852783
402.75	402.75	372.75	398.0180054	1986.6401367
402.9	402.9	372.9	398.1699829	1973.7854
403.0499878	403.0499878	373.0499878	398.322998	1960.713989
403.2	403.2	373.2	398.4779968	1935.47876
403.35	403.35	373.35	398.6339722	1923.25293
403.5	403.5	373.5	398.7909851	1910.84021
403.65	403.65	373.65	398.9480286	1910.477539
403.8	403.8	373.8	399.1040039	1923.2530518
403.9500122	403.9500122	373.9500122	399.2590027	1935.478149
404.1	404.1	374.1	399.4129944	1948.19165
404.25	404.25	374.25	399.5679932	1935.4560547
404.4	404.4	374.4	399.724	1922.8857422
404.5499878	404.5499878	374.5499878	399.88	1923.2531738
404.7	404.7	374.7	400.036011	1922.9072266
404.85	404.85	374.85	400.1929932	1910.840332
405	405	375	400.349	1923.2532959
405.3	405.3	375.3	400.6629944	1910.8405762
405.4500122	405.4500122	375.4500122	400.8210144	1898.6073
405.6	405.6	375.6	400.9790039	1898.5869141
405.75	405.75	375.75	401.138	1886.84314
406.0499878	406.0499878	376.0499878	401.4519958	1910.8406982
406.2	406.2	376.2	401.6099854	1898.9649658
406.35	406.35	376.35	401.7669983	1910.8406982
406.5	406.5	376.5	401.9240112	1910.4780273
406.65	406.65	376.65	402.0810242	1910.84082
406.8	406.8	376.8	402.2360229	1935.456543
406.9500122	406.9500122	376.9500122	402.3900146	1948.211792
407.1	407.1	377.1	402.5419922	1973.7861328
407.4	407.4	377.4	402.8440247	1986.6409912
407.5499878	407.5499878	377.5499878	402.9949951	1987.0332031
407.7	407.7	377.7	403.1470032	1973.418457
408	408	378	403.4509888	1973.7862549
408.15	408.15	378.15	403.60199	1986.6411133
408.3	408.3	378.3	403.7539978	1973.786499
408.4500122	408.4500122	378.4500122	403.9039917	2000.0804443
408.6	408.6	378.6	404.0549927	1986.6411133
408.75	408.75	378.75	404.20401	2013.262207
409.0499878	409.0499878	379.0499878	404.5	2027.0462646
409.2	409.2	379.2	404.6489868	2013.6831055
409.35	409.35	379.35	404.7990112	1999.664551
409.8	409.8	379.8	405.2489929	2000.0620117
409.9500122	409.9500122	379.9500122	405.394989	2054.786377
410.25	410.25	380.25	405.6830139	2083.26001
410.4	410.4	380.4	405.8299866	2041.0203857
410.5499878	410.5499878	380.5499878	405.9779968	2027.0465088
410.7	410.7	380.7	406.131012	1960.7315674
410.85	410.85	380.85	406.2849731	1948.1929932
411	411	381	406.4379883	1960.7154541
411.15	411.15	381.15	406.588989	1986.6417236
411.3	411.3	381.3	406.7409973	1973.7869873
411.4500122	411.4500122	381.4500122	406.8940125	1960.731079
411.6	411.6	381.6	407.0490112	1935.4573975
411.75	411.75	381.75	407.2059937	1910.8416748
411.9	411.9	381.9	407.3640137	1898.5881348
412.0499878	412.0499878	382.0499878	407.5220032	1898.946289
412.2	412.2	382.2	407.681	1886.858521
412.35	412.35	382.35	407.838989	1898.5881348
412.5	412.5	382.5	407.9949951	1923.2546387
412.65	412.65	382.65	408.151001	1922.887329
412.8	412.8	382.8	408.3040161	1960.71582
412.9500122	412.9500122	382.9500122	408.457001	1960.72998
413.25	413.25	383.25	408.7609863	1973.7873535
413.4	413.4	383.4	408.9150085	1947.8165283
413.5499878	413.5499878	383.5499878	409.069	1948.1934814
413.7	413.7	383.7	409.2220154	1960.72937
413.85	413.85	383.85	409.3729858	1987.0343018
414	414	384	409.5210266	2026.6390381
414.15	414.15	384.15	409.668	2041.0211182
414.3	414.3	384.3	409.8129883	2069.1298828
414.4500122	414.4500122	384.4500122	409.96	2040.6207275
414.6	414.6	384.6	410.1090088	2013.2633057
414.75	414.75	384.75	410.2590027	2000.0629883
415.0499878	415.0499878	385.0499878	410.5629883	1973.78772
415.2	415.2	385.2	410.71701	1947.8287354
415.35	415.35	385.35	410.8710022	1948.1937256
415.5	415.5	385.5	411.026001	1935.45813
415.65	415.65	385.65	411.18	1948.1938477
415.8	415.8	385.8	411.3359985	1922.887939
415.9500122	415.9500122	385.9500122	411.4909973	1935.46936
416.1	416.1	386.1	411.64801	1910.8424072
416.25	416.25	386.25	411.8039856	1923.255249
416.5499878	416.5499878	386.5499878	412.1139832	1935.458252
416.7	416.7	386.7	412.2680054	1947.8276367
416.85	416.85	386.85	412.4219971	1948.1940918
417.15	417.15	387.15	412.7279968	1960.7165527
417.3	417.3	387.3	412.8819885	1948.1942139
417.4500122	417.4500122	387.4500122	413.03598	1948.203979
417.75	417.75	387.75	413.34201	1960.7166748
417.9	417.9	387.9	413.493988	1973.788208
418.0499878	418.0499878	388.0499878	413.64801	1947.8173828
418.2	418.2	388.2	413.803009	1935.4676514
418.35	418.35	388.35	413.9580078	1935.4586182
418.5	418.5	388.5	414.1140137	1923.2557373
418.65	418.65	388.65	414.2690125	1935.45874
418.8	418.8	388.8	414.4219971	1960.7169189
418.9500122	418.9500122	388.9500122	414.5740051	1973.7969971
419.1	419.1	389.1	414.72699	1960.7169189
419.4	419.4	389.4	415.0309753	1973.7884521
419.5499878	419.5499878	389.5499878	415.1830139	1973.4016113
419.7	419.7	389.7	415.3339844	1987.043335
419.85	419.85	389.85	415.4860229	1973.4016113
420.15	420.15	390.15	415.789978	1973.7885742
420.3	420.3	390.3	415.9429932	1960.7172852
420.4500122	420.4500122	390.4500122	416.0969849	1948.2017822
420.6	420.6	390.6	416.25	1960.7172852
420.75	420.75	390.75	416.4020081	1973.4017334
420.9	420.9	390.9	416.556	1948.1948242
421.0499878	421.0499878	391.0499878	416.7090149	1960.7174072
421.2	421.2	391.2	416.862	1960.7237549
421.35	421.35	391.35	417.0140076	1973.7888184
421.5	421.5	391.5	417.1650085	1986.6436768
421.65	421.65	391.65	417.3170166	1973.78894
421.8	421.8	391.8	417.47	1960.717529
421.9500122	421.9500122	391.9500122	417.6230164	1960.7232666
422.1	422.1	392.1	417.7749939	1973.78894
422.25	422.25	392.25	417.928009	1960.717529
422.4	422.4	392.4	418.0809937	1961.099609
422.5499878	422.5499878	392.5499878	418.2330017	1973.4022217
422.7	422.7	392.7	418.38501	1973.794189
422.85	422.85	392.85	418.5379944	1960.7176514
423	423	393	418.69	1973.7891846
423.15	423.15	393.15	418.8410034	1986.643921
423.3	423.3	393.3	418.992981	1973.7893066
423.4500122	423.4500122	393.4500122	419.1430054	2000.06897
423.6	423.6	393.6	419.293	2000.0645752
423.75	423.75	393.75	419.4430237	1999.6673584
423.9	423.9	393.9	419.5939941	1987.0362549
424.0499878	424.0499878	394.0499878	419.747009	1960.7178955
424.2	424.2	394.2	419.9	1960.7215576
424.35	424.35	394.35	420.0490112	2013.2651367
424.5	424.5	394.5	420.194	2069.1318359
424.65	424.65	394.65	420.3359985	2112.55542
424.8	424.8	394.8	420.4759827	2143.1396484
424.9500122	424.9500122	394.9500122	420.6170044	2127.2910156
425.1	425.1	395.1	420.7609863	2083.6940918
425.25	425.25	395.25	420.9060059	2068.7067871
425.4	425.4	395.4	421.052002	2054.7717285
425.5499878	425.5499878	395.5499878	421.1990051	2041.0234375
425.7	425.7	395.7	421.3429871	2083.265381
425.85	425.85	395.85	421.4859924	2098.0256348
426	426	396	421.6319885	2054.7719727
426.15	426.15	396.15	421.7840271	1973.402832
426.3	426.3	396.3	421.9450073	1863.4447021
426.4500122	426.4500122	396.4500122	422.1159973	1754.3282471
426.6	426.6	396.6	422.286011	1764.7840576
426.75	426.75	396.75	422.4500122	1829.2437744
426.9	426.9	396.9	422.6069946	1910.8444824
427.0499878	427.0499878	397.0499878	422.7580261	1986.6447754
