'Depth(m)'	'AI_from_well_tie(m/s x g/cc)'	'Synthetic_from_well_tie'	'AI_from_well_tie_Smoothed(m/s x g/cc)'
499.35	3858.2556152	0.1274767	3987.9082031
499.5	3860.123779	0.1334476	3988.0163574
499.6500244	3861.9907227	0.1394173	3988.1242676
499.8	3863.8583984	0.1453869	3988.232666
499.9500122	3865.7255859	0.1513566	3988.34082
500.1	3867.5930176	0.1573263	3988.4489746
500.250031	3857.4750977	0.1337835	3988.5605469
500.4	3845.9689941	0.1068225	3988.6723633
500.5500183	3834.462891	0.0798615	3988.7844238
500.7	3822.9572754	0.052901	3988.8964844
500.85	3811.4511719	0.025939	3989.0085449
501	3799.9423828	-0.001027	3989.1206055
501.1500244	3802.4228516	-0.0410124	3989.237793
501.3	3818.7023926	-0.0938484	3989.3605957
501.4500122	3834.9819336	-0.1466845	3989.4833984
501.6	3851.2617188	-0.199521	3989.6064453
501.750031	3867.5444336	-0.2523673	3989.729248
501.9	3883.8244629	-0.3052033	3989.852051
502.0500183	3898.1086426	-0.3584577	3989.974609
502.2	3909.2185059	-0.4123777	3990.097168
502.35	3920.328369	-0.4662977	3990.219971
502.5	3931.44043	-0.5202287	3990.342529
502.6500244	3942.550293	-0.5741487	3990.465332
502.8	3953.6601563	-0.6280686	3990.5876465
502.9500122	3964.7697754	-0.6819887	3990.710449
503.1	3968.6296387	-0.7149971	3990.837891
503.250031	3972.2958984	-0.7474529	3990.965332
503.4	3975.9614258	-0.7799022	3991.0927734
503.5500183	3979.6269531	-0.8123515	3991.2202148
503.7	3983.2927246	-0.844801	3991.3474121
503.85	3986.958252	-0.87725	3991.4750977
504	3973.5839844	-0.8890285	3991.606689
504.1500244	3944.88623	-0.8822085	3991.7419434
504.3	3916.1889648	-0.8753886	3991.8774414
504.4500122	3887.491211	-0.8685685	3992.0126953
504.6	3858.7937012	-0.8617486	3992.147949
504.750031	3830.0900879	-0.8549271	3992.2832031
504.9	3797.3239746	-0.8394859	3992.4196777
505.0500183	3747.4411621	-0.787779	3992.5598145
505.2	3697.55835	-0.7360722	3992.699707
505.35	3647.6757813	-0.6843653	3992.8398438
505.5	3597.7827148	-0.6326479	3992.97998
505.6500244	3547.9	-0.5809411	3993.1201172
505.8	3498.0175781	-0.5292342	3993.2602539
505.9500122	3474.748291	-0.4409239	3993.4160156
506.1	3457.0209961	-0.3449924	3993.5751953
506.250031	3439.289551	-0.2490414	3993.734131
506.4	3421.5617676	-0.15311	3993.893311
506.5500183	3403.8342285	-0.0571784	3994.0522461
506.7	3386.106689	0.0387531	3994.2111816
506.85	3409.37793	0.1557541	3994.3798828
507	3432.6625977	0.2727831	3994.54834
507.1500244	3455.9423828	0.3897884	3994.717041
507.3	3479.222168	0.5067936	3994.8857422
507.4500122	3502.501709	0.6237988	3995.0544434
507.6	3539.60791	0.73725	3995.2229
507.750031	3609.2890625	0.8423522	3995.390869
507.9	3678.9555664	0.9474331	3995.5588379
508.0500183	3748.6228027	1.052514	3995.727051
508.2	3818.289551	1.157595	3995.8952637
508.35	3887.9562988	1.2626759	3996.0632324
508.5	3944.2453613	1.3530347	3996.2282715
508.6500244	3977.7055664	1.4182563	3996.387939
508.8	4011.16626	1.4834781	3996.5473633
508.9500122	4044.626709	1.548699	3996.7067871
509.1	4078.0874023	1.6139212	3996.8664551
509.250031	4111.5546875	1.6791561	3997.0258789
509.4	4145.015625	1.7443776	3997.185791
509.5500183	4133.39209	1.7698464	3997.3432617
509.7	4117.0693359	1.7911712	3997.5009766
509.85	4100.74707	1.8124961	3997.6584473
510	4084.4206543	1.8338251	3997.815918
510.1500244	4068.0979	1.85515	3997.9736328
510.3	4051.7749023	1.8764746	3998.130859
510.4500122	4038.541748	1.8925233	3998.2905273
510.6	4045.19165	1.8744988	3998.4633789
510.750031	4051.8432617	1.856471	3998.6359863
510.9	4058.4931641	1.8384461	3998.809082
511.0500183	4065.1430664	1.8204217	3998.9814453
511.2	4071.7929688	1.8023973	3999.1542969
511.35	4078.4428711	1.7843726	3999.3271484
511.5	4089.5195313	1.74327	3999.5007324
511.6500244	4102.0048828	1.6948144	3999.6748047
511.8	4114.4902344	1.64636	3999.8486328
511.9500122	4126.9760742	1.5979048	4000.0227051
512.1	4139.4638672	1.54944	4000.1965332
512.25	4151.9472656	1.5009949	4000.3703613
512.4	4162.4248047	1.4491243	4000.5446777
512.5500488	4165.9794922	1.3855213	4000.7197266
512.7	4169.5322266	1.3219442	4000.8942871
512.8500366	4173.0864258	1.2583412	4001.0693359
513	4176.6386719	1.1947639	4001.2438965
513.1500244	4180.1928711	1.131161	4001.4189453
513.3	4183.74707	1.0675579	4001.59375
513.4500122	4192.5888672	1.002299	4001.772461
513.6	4206.1982422	0.935499	4001.95459
513.75	4219.80127	0.8687267	4002.1367188
513.9	4233.4106445	0.8019269	4002.3186035
514.0500488	4247.02002	0.735127	4002.5009766
514.2	4260.6230469	0.6683545	4002.6826172
514.3500366	4274.2319336	0.6015546	4002.8647461
514.5	4265.0913086	0.5412776	4003.047119
514.6500244	4253.51709	0.48167	4003.2290039
514.8	4241.9423828	0.4220619	4003.4108887
514.9500122	4230.3725586	0.3624783	4003.5932617
515.1	4218.7988281	0.302871	4003.7749023
515.25	4207.2294922	0.243287	4003.9570313
515.4	4195.6577148	0.1842035	4004.1396484
515.5500488	4184.116211	0.1306751	4004.3317871
515.7	4172.57959	0.0771686	4004.5234375
515.8500366	4161.0385742	0.02364	4004.7150879
516	4149.5014648	-0.0298663	4004.9069824
516.1500244	4137.960449	-0.0833947	4005.0983887
516.3	4126.418457	-0.136923	4005.2902832
516.4500122	4120.89209	-0.1872234	4005.4851074
516.6	4123.195801	-0.2333657	4005.68457
516.75	4125.4980469	-0.279489	4005.8835449
516.9	4127.8017578	-0.3256316	4006.0827637
517.0500488	4130.1054688	-0.371774	4006.2819824
517.2	4132.4082031	-0.4178976	4006.4812012
517.3500366	4134.7119141	-0.46404	4006.68042
517.5	4135.4238281	-0.5038546	4006.8830566
517.6500244	4135.8823242	-0.5426754	4007.0864258
517.8	4136.340332	-0.5814961	4007.290039
517.9500122	4136.79834	-0.6203011	4007.49292
518.1	4137.2568359	-0.6591218	4007.696289
518.25	4137.7148438	-0.6979267	4007.8996582
518.4	4138.1318359	-0.7347113	4008.10376
518.5500488	4138.4257813	-0.7654337	4008.3110352
518.7	4138.7197266	-0.7961435	4008.5187988
518.8500366	4139.0131836	-0.8268658	4008.7263184
519	4139.3071289	-0.8575757	4008.9338379
519.1500244	4139.6010742	-0.888298	4009.1411133
519.3	4139.89502	-0.91902	4009.348877
519.4500122	4146.8818359	-0.9417824	4009.5598145
519.6	4158.005859	-0.9596437	4009.772949
519.75	4169.1254883	-0.9774978	4009.9863281
519.9	4180.2495117	-0.995359	4010.199707
520.0500488	4191.3735352	-1.013221	4010.4130859
520.2	4202.4926758	-1.0310746	4010.626221
520.3500366	4213.5024414	-1.0488273	4010.8393555
520.5	4208.097168	-1.0509632	4011.056641
520.6500244	4202.6894531	-1.0531	4011.2739258
520.8	4197.2817383	-1.0552366	4011.491211
520.9500122	4191.8759766	-1.0573725	4011.7084961
521.1	4186.4682617	-1.059509	4011.9260254
521.25	4181.0629883	-1.061645	4012.1430664
521.4	4158.9350586	-1.0572433	4012.3613281
521.5500488	4107.9633789	-1.0415626	4012.5805664
521.7	4057.012207	-1.0258883	4012.8
521.8500366	4006.0405273	-1.0102077	4013.0192871
522	3955.0898438	-0.9945334	4013.23877
522.1500244	3904.11792	-0.9788526	4013.4580078
522.3	3853.1464844	-0.963172	4013.6777344
522.4500122	3832.5693359	-0.9355819	4013.9108887
522.6	3829.3032227	-0.9011862	4014.1523438
522.75	3826.03833	-0.8668046	4014.394043
522.9	3822.7722168	-0.832409	4014.635498
523.0500488	3819.5063477	-0.7980133	4014.8769531
523.2	3816.241699	-0.7636316	4015.1184082
523.3500366	3823.0656738	-0.7261829	4015.361084
523.5	3845.8149414	-0.68393	4015.6047363
523.6500244	3868.5734863	-0.64166	4015.8486328
523.8	3891.3322754	-0.59939	4016.0927734
523.9500122	3914.0817871	-0.5571371	4016.33667
524.1	3936.8405762	-0.5148671	4016.5803223
524.25	3958.6911621	-0.472751	4016.8249512
524.4	3967.4680176	-0.4326042	4017.0742188
524.5500488	3976.2446289	-0.3924577	4017.32373
524.7	3985.0178223	-0.3523276	4017.57251
524.8500366	3993.7946777	-0.3121811	4017.8220215
525	4002.5678711	-0.272051	4018.0715332
525.1500244	4011.3442383	-0.2319044	4018.320801
525.3	4010.7907715	-0.200699	4018.567627
525.4500122	4007.044189	-0.172567	4018.8134766
525.6	4003.2958984	-0.1444234	4019.0593262
525.75	3999.5490723	-0.1162912	4019.3056641
525.9	3995.8005371	-0.0881476	4019.55127
526.0500488	3992.0522461	-0.06	4019.7976074
526.2	3985.7375488	-0.034801	4020.0449219
526.3500366	3969.491211	-0.0209118	4020.2978516
526.5	3953.2514648	-0.0070287	4020.5510254
526.6500244	3937.0048828	0.00686	4020.804199
526.8	3920.7585449	0.0207489	4021.057373
526.9500122	3904.5185547	0.034632	4021.3103027
527.1	3888.2719727	0.048521	4021.563721
527.25	3896.1176758	0.0532771	4021.8259277
527.4	3913.2993164	0.0544986	4022.092529
527.5500488	3930.4814453	0.05572	4022.3583984
527.7	3947.6560059	0.0569411	4022.6247559
527.8500366	3964.8376465	0.0581626	4022.8911133
528	3982.012207	0.0593836	4023.1572266
528.1500244	3991.8215332	0.0572573	4023.4226074
528.3	3991.875	0.0507011	4023.6867676
528.4500122	3991.9289551	0.0441475	4023.9506836
528.6	3991.9824219	0.0375913	4024.2150879
528.75	3992.036377	0.0310377	4024.4790039
528.9	3992.0896	0.0244815	4024.7431641
529.0500488	3992.143311	0.0179252	4025.0075684
529.2	3975.8286133	0.0107524	4025.2797852
529.3500366	3958.9489746	0.0035555	4025.5522461
529.5	3942.0761719	-0.0036384	4025.8249512
529.6500244	3925.1967773	-0.0108353	4026.0974121
529.8	3908.3168945	-0.0180321	4026.3701172
529.9500122	3891.4443359	-0.0252261	4026.6428223
530.1	3883.5310059	-0.0287845	4026.921875
530.25	3882.0205078	-0.0297443	4027.204834
530.4	3880.5092773	-0.0307045	4027.4885254
530.5500488	3878.998291	-0.0316648	4027.7717285
530.7	3877.4880371	-0.0326246	4028.0551758
530.8500366	3875.9768066	-0.0335848	4028.338623
531	3876.2297363	-0.031377	4028.6210938
531.1500244	3880.109619	-0.0226531	4028.9018555
531.3	3883.98877	-0.013929	4029.182373
531.4500122	3887.8669434	-0.0052088	4029.462891
531.6	3891.746582	0.0035151	4029.7434082
531.75	3895.6245117	0.0122355	4030.02417
531.9	3899.5039063	0.020959	4030.3049316
532.0500488	3890.5744629	0.037005	4030.5969238
532.2	3880.1210938	0.0539172	4030.8901367
532.3500366	3869.6638184	0.0708363	4031.1838379
532.5	3859.210449	0.0877485	4031.4768066
532.6500244	3848.75293	0.1046676	4031.7702637
532.8	3838.295166	0.1215867	4032.0639648
532.9500122	3841.4350586	0.1396429	4032.3605957
533.1	3852.6176758	0.1583845	4032.65918
533.25	3863.79541	0.1771184	4032.95752
533.4	3874.9777832	0.19586	4033.255859
533.5500488	3886.1601563	0.2146014	4033.5544434
533.7	3897.3381348	0.2333354	4033.8530273
533.8500366	3910.1054688	0.2501488	4034.1508789
534	3925.6584473	0.26356	4034.4472656
534.1500244	3941.2180176	0.2769765	4034.744141
534.3	3956.7773438	0.2903931	4035.0405273
534.4500122	3972.3305664	0.3038042	4035.3371582
534.6	3987.8898926	0.317221	4035.633301
534.75	4003.4428711	0.3306319	4035.9299316
534.9	4004.95166	0.33516	4036.2324219
535.0500488	4005.6687012	0.3391883	4036.5351563
535.2	4006.3859863	0.3432148	4036.8376465
535.3500366	4007.1035156	0.3472428	4037.140625
535.5	4007.820801	0.351269	4037.4431152
535.6500244	4008.5380859	0.3552973	4037.7456055
535.8	4012.8830566	0.353052	4038.0473633
535.9500122	4020.1254883	0.3457946	4038.3476563
536.1	4027.3701172	0.3385343	4038.6484375
536.25	4034.612061	0.331277	4038.9489746
536.4	4041.8571777	0.3240167	4039.2497559
536.5500488	4049.102051	0.3167564	4039.550293
536.7	4056.1296387	0.3094038	4039.8505859
536.8500366	4046.9157715	0.2950537	4040.155029
537	4037.7053223	0.280709	4040.459961
537.1500244	4028.4914551	0.266359	4040.76416
537.3	4019.2773438	0.2520089	4041.0688477
537.4500122	4010.0668945	0.2376646	4041.373291
537.6	4000.8530273	0.2233144	4041.6777344
537.75	3997.2949219	0.2075345	4041.9880371
537.9	4000.5974121	0.19	4042.3056641
538.0500488	4003.9001465	0.1724763	4042.6230469
538.2	4007.2009277	0.1549544	4042.9406738
538.3500366	4010.503418	0.1374253	4043.2580566
538.5	4013.8044434	0.1199033	4043.575439
538.6500244	4016.8310547	0.10247	4043.8930664
538.8	4015.3571777	0.0865951	4044.21167
538.9500122	4013.8840332	0.0707268	4044.5305176
539.1	4012.4101563	0.0548521	4044.8491211
539.25	4010.9370117	0.0389838	4045.1677246
539.4	4009.4631348	0.023109	4045.4863281
539.5500488	4007.989502	0.0072343	4045.8051758
539.7	4000.9250488	-0.0041162	4046.1259766
539.8500366	3989.97876	-0.0123378	4046.4482422
540	3979.0368652	-0.020556	4046.7705078
540.1500244	3968.0905762	-0.0287776	4047.092529
540.3	3957.1445313	-0.037	4047.4147949
540.4500122	3946.2026367	-0.0452174	4047.7365723
540.6	3937.2768555	-0.052591	4048.0600586
540.75	3947.8269043	-0.0517886	4048.3942871
540.9	3958.3806152	-0.0509861	4048.7290039
541.0500488	3968.9350586	-0.0501835	4049.0632324
541.2	3979.4851074	-0.0493813	4049.397949
541.3500366	3990.0390625	-0.0485788	4049.7321777
541.5	4000.5888672	-0.0477765	4050.06665
541.6500244	4013.7546387	-0.0429386	4050.4008789
541.8	4027.8322754	-0.036692	4050.7348633
541.9500122	4041.904541	-0.030448	4051.0686035
542.1	4055.9821777	-0.0242014	4051.4030762
542.25	4070.054199	-0.0179574	4051.737061
542.4	4084.1318359	-0.011711	4052.070801
542.5500488	4093.3173828	-0.00564	4052.4040527
542.7	4090.3884277	-5.864144e-6	4052.7351074
542.8500366	4087.458252	0.00563	4053.0656738
543	4084.5290527	0.0112644	4053.3964844
543.1500244	4081.5986328	0.016901	4053.7272949
543.3	4078.668457	0.0225369	4054.0578613
543.4500122	4075.739502	0.028171	4054.3884277
543.6	4066.685791	0.0328147	4054.7250977
543.75	4054.6665039	0.0369753	4055.064209
543.9	4042.64209	0.0411377	4055.4038086
544.0500488	4030.6176758	0.0453	4055.7436523
544.2	4018.5979	0.049461	4056.0827637
544.3500366	4006.57373	0.0536229	4056.4223633
544.5	3996.4646	0.0575214	4056.762939
544.6500244	3998.4555664	0.059761	4057.11377
544.8	4000.4470215	0.062	4057.4646
544.9500122	4002.4372559	0.0642385	4057.81543
545.1	4004.4284668	0.0664778	4058.16626
545.25	4006.4187012	0.0687162	4058.51709
545.4	4008.409668	0.0709555	4058.8676758
545.5500488	4016.829834	0.0714157	4059.2165527
545.7	4027.7243652	0.07119	4059.5646973
545.8500366	4038.6235352	0.0709644	4059.9130859
546	4049.5180664	0.0707388	4060.26123
546.1500244	4060.4169922	0.0705131	4060.609375
546.3	4071.315918	0.0702874	4060.9577637
546.4500122	4080.4418945	0.07004	4061.3076172
546.6	4080.962891	0.0696881	4061.6655273
546.75	4081.4833984	0.0693361	4062.0231934
546.9	4082.0043945	0.068984	4062.3813477
547.0500488	4082.5256348	0.0686319	4062.739502
547.2	4083.046631	0.06828	4063.097168
547.3500366	4083.5673828	0.0679277	4063.454834
547.5	4082.3598633	0.07	4063.811279
547.6500244	4080.4436035	0.0730444	4064.1669922
547.8	4078.5271	0.076098	4064.522461
547.9500122	4076.6113281	0.07915	4064.8781738
548.1	4074.6950684	0.0822039	4065.2336426
548.25	4072.779541	0.0852563	4065.5891113
548.4	4070.2980957	0.0887616	4065.9453125
548.5500488	4063.609375	0.09563	4066.3076172
548.7	4056.923584	0.1024957	4066.6699219
548.8500366	4050.2348633	0.1093642	4067.0317383
549	4043.5490723	0.11623	4067.3942871
549.1500244	4036.8605957	0.1230984	4067.7561035
549.3	4030.171875	0.1299669	4068.1184082
549.4500122	4028.0178223	0.1375379	4068.4851074
549.6	4029.388916	0.145661	4068.8552246
549.75	4030.7595215	0.153781	4069.2253418
549.9	4032.1313477	0.1619036	4069.5957031
550.0500488	4033.5024414	0.1700267	4069.96582
550.2	4034.873291	0.1781464	4070.3359375
550.3500366	4035.6298828	0.1861318	4070.7067871
550.5	4027.5605469	0.192139	4071.0820313
550.6500244	4019.4885254	0.198149	4071.45752
550.8	4011.4160156	0.204159	4071.8334961
550.9500122	4003.3474121	0.2101668	4072.20874
551.1	3995.2751465	0.2161767	4072.5842285
551.25	3987.2060547	0.2221843	4072.9597168
551.4	3990.6870117	0.223804	4073.3413086
551.5500488	4002.585449	0.2222253	4073.727539
551.7	4014.4785156	0.2206472	4074.1132813
551.8500366	4026.3769531	0.2190685	4074.4995117
552	4038.2705078	0.21749	4074.885498
552.1500244	4050.1687012	0.2159118	4075.2714844
552.3	4061.7431641	0.2118153	4075.6569824
552.4500122	4071.9213867	0.196905	4076.0405273
552.6	4082.10376	0.1819887	4076.4238281
552.75	4092.2819824	0.1670785	4076.8071289
552.9	4102.4638672	0.1521622	4077.1906738
553.0500488	4112.6464844	0.1372459	4077.5739746
553.2	4122.824707	0.1223357	4077.9572754
553.3500366	4109.30127	0.0963327	4078.3352051
553.5	4084.4130859	0.0650227	4078.7102051
553.6500244	4059.5144043	0.0337	4079.085449
553.8	4034.6159668	0.0023773	4079.4609375
553.9500122	4009.727539	-0.0289327	4079.8356934
554.1	3984.8291016	-0.0602554	4080.2111816
554.25	3959.9406738	-0.0915653	4080.5864258
554.4	3970.3186035	-0.1412543	4080.9946289
554.5500488	3982.8752441	-0.1920777	4081.405029
554.7	3995.427002	-0.24288	4081.8149414
554.8500366	4007.984131	-0.2937039	4082.2253418
555	4020.5358887	-0.3445067	4082.6357422
555.1500244	4033.0927734	-0.39533	4083.0458984
555.3	4057.2792969	-0.4499325	4083.443359
555.4500122	4086.1687012	-0.5060469	4083.835449
555.6	4115.0698242	-0.5621841	4084.227539
555.75	4143.9589844	-0.6182985	4084.619873
555.9	4172.8598633	-0.6744357	4085.0119629
556.0500488	4201.76123	-0.7305731	4085.4042969
556.2	4225.8803711	-0.7857289	4085.7958984
556.3500366	4214.9042969	-0.8338535	4086.1848145
556.5	4203.9321289	-0.8819583	4086.57373
556.6500244	4192.9560547	-0.9300828	4086.9626465
556.8	4181.97998	-0.9782072	4087.3510742
556.9500122	4171.008301	-1.0263121	4087.74
557.1	4160.0317383	-1.0744367	4088.1289063
557.25	4144.22998	-1.1152271	4088.5227051
557.4	4121.1274414	-1.1449875	4088.9248047
557.5500488	4098.0244141	-1.1747477	4089.32666
557.7	4074.9311523	-1.2044959	4089.7282715
557.8500366	4051.828369	-1.2342561	4090.130127
558	4028.7351074	-1.2640043	4090.5317383
558.1500244	4005.6323242	-1.2937646	4090.9335938
558.3	3976.491211	-1.3014554	4091.3400879
558.4500122	3946.0673828	-1.3044126	4091.7478027
558.6	3915.630859	-1.307371	4092.1552734
558.75	3885.2072754	-1.3103281	4092.5629883
558.9	3854.770752	-1.3132865	4092.970459
559.0500488	3824.3347168	-1.316245	4093.3781738
559.2	3795.9667969	-1.3098468	4093.7932129
559.3500366	3773.0844727	-1.2784326	4094.2294922
559.5	3750.2111816	-1.2470313	4094.665039
559.6500244	3727.3286133	-1.2156171	4095.1013184
559.8	3704.446289	-1.1842029	4095.5368652
559.9500122	3681.572998	-1.1528015	4095.9731445
560.1	3661.4990234	-1.1188133	4096.4101563
560.25	3671.327881	-1.0572952	4096.8598633
560.4	3681.1608887	-0.9957522	4097.30957
560.5500488	3690.9936523	-0.934209	4097.7597656
560.7	3700.822998	-0.872691	4098.2094727
560.8500366	3710.6557617	-0.811148	4098.65918
561	3720.269043	-0.7492229	4099.109375
561.1500244	3722.9277344	-0.6741622	4099.55957
561.3	3725.58667	-0.5991014	4100.0102539
561.4500122	3728.244141	-0.5240712	4100.460449
561.6	3730.90332	-0.44901	4100.9116211
561.75	3733.5610352	-0.37398	4101.3618164
561.9	3736.219971	-0.29892	4101.8125
562.0500488	3722.655029	-0.2265223	4102.2602539
562.2	3707.7531738	-0.154375	4102.7080078
562.3500366	3692.8452148	-0.0821983	4103.1557617
562.5	3677.9431152	-0.010051	4103.6030273
562.6500244	3663.0354	0.0621256	4104.0507813
562.8	3648.1269531	0.1343023	4104.4985352
562.9500122	3657.4560547	0.1945765	4104.95752
563.1	3676.15918	0.2502836	4105.4213867
563.25	3694.8547363	0.305968	4105.8847656
563.4	3713.5576172	0.3616752	4106.3481445
563.5500488	3732.2609863	0.4173823	4106.8115234
563.7	3750.956543	0.4730667	4107.2749023
563.8500366	3778.0095215	0.5100685	4107.7363281
564	3809.0791016	0.53805	4108.1967773
564.1500244	3840.1611328	0.5660428	4108.6577148
564.3	3871.24292	0.5940357	4109.1181641
564.4500122	3902.3122559	0.6220173	4109.578125
564.6	3933.3945313	0.65001	4110.0390625
564.75	3954.0249023	0.6639527	4110.4907227
564.9	3965.5939941	0.665704	4110.9355469
565.0500488	3977.16333	0.6674553	4111.3798828
565.2	3988.7280273	0.669206	4111.8242188
565.3500366	4000.297119	0.6709573	4112.269043
565.5	4011.8618164	0.6727079	4112.7133789
565.6500244	4020.92627	0.6722127	4113.1567383
565.8	4011.7678223	0.655371	4113.59082
565.9500122	4002.6130371	0.6385356	4114.0249023
566.1	3993.454834	0.6216937	4114.4584961
566.25	3984.3	0.6048585	4114.89209
566.4	3975.1418457	0.5880166	4115.3256836
566.5500488	3965.9831543	0.5711747	4115.7602539
566.7	3956.7294922	0.5495253	4116.2021484
566.8500366	3947.37085	0.5229279	4116.65332
567	3938.015625	0.4963413	4117.1040039
567.1500244	3928.6564941	0.4697438	4117.5551758
567.3	3919.2978516	0.4431463	4118.0063477
567.4500122	3909.942627	0.41656	4118.4570313
567.6	3901.5305176	0.3898678	4118.90918
567.75	3906.0187988	0.361899	4119.3671875
567.9	3910.5090332	0.333919	4119.8256836
568.0500488	3915	0.305939	4120.28418
568.2	3919.4880371	0.277971	4120.7426758
568.3500366	3923.9782715	0.25	4121.2011719
568.5	3928.467041	0.2220222	4121.659668
568.6500244	3931.0800781	0.2007582	4122.1118164
568.8	3932.8811035	0.1823983	4122.5620117
568.9500122	3934.6818848	0.1640458	4123.012207
569.1	3936.48291	0.1456859	4123.4619141
569.25	3938.2836914	0.1273334	4123.9116211
569.4	3940.0847168	0.1089735	4124.3618164
569.5500488	3941.935791	0.09335	4124.8120117
569.7	3944.0437012	0.09198	4125.2651367
569.8500366	3946.1530762	0.090608	4125.71875
570	3948.2607422	0.089237	4126.171875
570.1500244	3950.369873	0.0878655	4126.625
570.3	3952.4785156	0.086494	4127.0776367
570.4500122	3954.5864258	0.085123	4127.5307617
570.6	3956.51123	0.0941962	4127.98584
570.75	3958.3234863	0.1095763	4128.4423828
570.9	3960.1367188	0.1249627	4128.8984375
571.0500488	3961.9499512	0.140349	4129.3544922
571.2	3963.7619629	0.155729	4129.8105469
571.3500366	3965.5751953	0.1711155	4130.26709
571.5	3967.4130859	0.1875474	4130.7231445
571.6500244	3969.5256348	0.2152453	4131.1826172
571.8	3971.637939	0.2429432	4131.6416016
571.9500122	3973.7495117	0.27063	4132.1005859
572.1	3975.862061	0.2983277	4132.5600586
572.25	3977.9736328	0.3260143	4133.019043
572.4	3980.0861816	0.3537122	4133.4785156
572.5500488	3982.0275879	0.3848933	4133.9394531
572.7	3983.8269043	0.4189335	4134.4013672
572.8500366	3985.6274414	0.4529876	4134.8632813
573	3987.4272461	0.4870279	4135.324707
573.1500244	3989.227051	0.5210819	4135.787109
573.3	3991.0273438	0.5551361	4136.2490234
573.4500122	3992.8483887	0.5891464	4136.7109375
573.6	3996.7580566	0.62026	4137.1757813
573.75	4000.66626	0.65136	4137.6401367
573.9	4004.5759277	0.6824735	4138.10498
574.0500488	4008.4853516	0.7135868	4138.5698242
574.2	4012.3935547	0.7446874	4139.03418
574.3500366	4016.3032227	0.775801	4139.4990234
574.5	4021.46875	0.80175	4139.965332
574.6500244	4028.0410156	0.8219578	4140.4326172
574.8	4034.6130371	0.8421655	4140.9
574.9500122	4041.1826172	0.8623649	4141.3671875
575.1	4047.7546387	0.8825726	4141.8344727
575.25	4054.3242188	0.902772	4142.3022461
575.4	4060.89624	0.92298	4142.7695313
575.5500488	4070.6660156	0.9275773	4143.2382813
575.7	4080.654541	0.9310865	4143.70752
575.8500366	4090.6467285	0.9345974	4144.1767578
576	4100.6352539	0.9381067	4144.6459961
576.1500244	4110.6274414	0.9416174	4145.1152344
576.3	4120.6201172	0.9451282	4145.5839844
576.4500122	4135.7705078	0.9406657	4146.0546875
576.6	4159.2055664	0.923419	4146.5273438
576.75	4182.6313477	0.90618	4147
576.9	4206.065918	0.8889334	4147.4726563
577.0500488	4229.5009766	0.871687	4147.9453125
577.2	4252.9267578	0.8544474	4148.4179688
577.3500366	4276.3613281	0.8372011	4148.890625
577.5	4287.3388672	0.8048459	4149.3457031
577.6500244	4296.070801	0.7697369	4149.79834
577.8	4304.8022461	0.7346277	4150.2509766
577.9500122	4313.5307617	0.699533	4150.703125
578.1	4322.2626953	0.6644239	4151.1552734
578.25	4330.9907227	0.629329	4151.6074219
578.4	4339.7226563	0.59422	4152.0600586
578.5500488	4347.0126953	0.5450982	4152.5136719
578.7	4354.27002	0.4957	4152.9672852
578.8500366	4361.5297852	0.4462811	4153.4208984
579	4368.7866211	0.3968826	4153.8740234
579.1500244	4376.0463867	0.3474639	4154.328125
579.3	4383.3061523	0.2980453	4154.7817383
579.4500122	4389.9213867	0.2478252	4155.2353516
579.6	4390.3793945	0.1897019	4155.690918
579.75	4390.8374023	0.1316023	4156.1464844
579.9	4391.29541	0.073479	4156.602539
580.0500488	4391.7539063	0.0153558	4157.0581055
580.2	4392.2119141	-0.0427438	4157.5136719
580.3500366	4392.6699219	-0.100867	4157.9692383
580.5	4388.5771484	-0.1587649	4158.4248047
580.6500244	4366.8852539	-0.2159064	4158.8823242
580.8	4345.1938477	-0.2730479	4159.3398438
580.9500122	4323.51123	-0.3301661	4159.7973633
581.1	4301.8198242	-0.3873076	4160.2548828
581.25	4280.1367188	-0.4444258	4160.7124023
581.4	4258.445801	-0.5015672	4161.1699219
581.5500488	4238.4389648	-0.5547363	4161.6328125
581.7	4222.1743164	-0.5990957	4162.105957
581.8500366	4205.90332	-0.6434732	4162.57959
582	4189.6386719	-0.6878327	4163.0527344
582.1500244	4173.3681641	-0.73221	4163.5263672
582.3	4157.09668	-0.7765877	4164
582.4500122	4140.8330078	-0.8209472	4164.4731445
582.6	4133.4008789	-0.8521918	4164.9526367
582.75	4131.5390625	-0.87514	4165.4365234
582.9	4129.6757813	-0.8980968	4165.92041
583.0500488	4127.8129883	-0.921054	4166.4038086
583.2	4125.9511719	-0.9440019	4166.8876953
583.3500366	4124.087891	-0.966959	4167.371582
583.5	4122.3745117	-0.989283	4167.8554688
583.6500244	4126.38916	-0.987509	4168.340332
583.8	4130.4038086	-0.9857352	4168.8261719
583.9500122	4134.4169922	-0.9839621	4169.3120117
584.1	4138.4321289	-0.9821882	4169.7978516
584.25	4142.4453125	-0.980415	4170.2832031
584.4	4146.459961	-0.9786412	4170.769043
584.5500488	4146.5991211	-0.967636	4171.2543945
584.7	4141.6113281	-0.944425	4171.7392578
584.8500366	4136.6210938	-0.9212046	4172.224609
585	4131.633789	-0.8979936	4172.7094727
585.1500244	4126.644043	-0.8747731	4173.1948242
585.3	4121.6547852	-0.8515527	4173.6801758
