MD(m)	TVD(m)	TVDSS(m)	TWT(ms)	Vint(m/s)
321.15	321.15	291.15	321.4833679	1894.299561
321.3	321.3	291.3	321.6431274	1878.0426025
321.4500122	321.4500122	291.4500122	321.80368	1868.3026123
321.6	321.6	291.6	321.963623	1875.942627
321.75	321.75	291.75	322.122345	1890.0316162
321.9	321.9	291.9	322.2795715	1907.943359
322.0499878	322.0499878	292.0499878	322.4346313	1934.7125244
322.2	322.2	292.2	322.5874634	1963.0286865
322.35	322.35	292.35	322.7392883	1976.1109619
322.5	322.5	292.5	322.8918457	1966.4602051
322.65	322.65	292.65	323.0456238	1950.8352051
322.8	322.8	292.8	323.2009277	1931.3718262
322.9500122	322.9500122	292.9500122	323.3583069	1906.5166016
323.1	323.1	293.1	323.5167847	1892.8751221
323.25	323.25	293.25	323.6757813	1886.8435059
323.4	323.4	293.4	323.8346863	1887.9052734
323.5499878	323.5499878	293.5499878	323.9926758	1898.9456787
323.7	323.7	293.7	324.1490784	1918.1409912
323.85	323.85	293.85	324.3064575	1906.137329
324	324	294	324.463562	1909.3913574
324.15	324.15	294.15	324.6213379	1901.456665
324.3	324.3	294.3	324.778839	1905.0552979
324.4500122	324.4500122	294.4500122	324.9356384	1913.0368652
324.6	324.6	294.6	325.0910034	1931.001709
324.75	324.75	294.75	325.2453	1944.4296875
324.9	324.9	294.9	325.3995972	1944.054199
325.0499878	325.0499878	295.0499878	325.554871	1932.11377
325.2	325.2	295.2	325.7119141	1910.494751
325.35	325.35	295.35	325.87	1897.51416
325.5	325.5	295.5	326.027832	1900.7388916
325.65	325.65	295.65	326.1838684	1922.8869629
325.8	325.8	295.8	326.3362427	1968.7685547
325.9500122	325.9500122	295.9500122	326.4868469	1991.7675781
326.1	326.1	296.1	326.639099	1970.6956787
326.25	326.25	296.25	326.7944031	1931.3725586
326.4	326.4	296.4	326.9529114	1892.8759766
326.5499878	326.5499878	296.5499878	327.113251	1871.0622559
326.7	326.7	296.7	327.2750244	1854.1884766
326.85	326.85	296.85	327.4379883	1840.9499512
327	327	297	327.6010437	1839.9405518
327.15	327.15	297.15	327.76297	1852.8096924
327.3	327.3	297.3	327.923401	1870.0196533
327.4500122	327.4500122	297.4500122	328.082489	1885.4440918
327.6	327.6	297.6	328.2424011	1876.2937012
327.75	327.75	297.75	328.4048157	1847.0303955
327.9	327.9	297.9	328.5679016	1839.6046143
328.0499878	328.0499878	298.0499878	328.7303162	1847.0305176
328.2	328.2	298.2	328.892151	1853.8457031
328.35	328.35	298.35	329.053619	1857.9395752
328.5	328.5	298.5	329.2145081	1864.4780273
328.65	328.65	298.65	329.3751526	1867.5913086
328.8	328.8	298.8	329.5360718	1864.1328125
328.9500122	328.9500122	298.9500122	329.69751	1858.2939453
329.1	329.1	299.1	329.8598938	1847.70874
329.25	329.25	299.25	330.0239563	1828.577271
329.4	329.4	299.4	330.188721	1820.6398926
329.5499878	329.5499878	299.5499878	330.35318	1824.269409
329.7	329.7	299.7	330.51767	1823.6186523
329.85	329.85	299.85	330.6817627	1828.245239
330	330	300	330.8454285	1833.239624
330.15	330.15	300.15	331.00827	1841.9614258
330.3	330.3	300.3	331.1693726	1862.4086914
330.4500122	330.4500122	300.4500122	331.3287964	1881.5646973
330.6	330.6	300.6	331.4883423	1880.5004883
330.75	330.75	300.75	331.6489258	1868.2850342
330.9	330.9	300.9	331.8103027	1858.9694824
331.0499878	331.0499878	301.0499878	331.9713745	1862.4089355
331.2	331.2	301.2	332.1313782	1874.9055176
331.35	331.35	301.35	332.2897034	1895.0150146
331.5	331.5	301.5	332.4477234	1898.2312012
331.65	331.65	301.65	332.605835	1897.5157471
331.8	331.8	301.8	332.7614746	1927.675415
331.9500122	331.9500122	301.9500122	332.9175415	1922.1623535
332.1	332.1	302.1	333.0747986	1907.5839844
332.25	332.25	302.25	333.232605	1901.0993652
332.4	332.4	302.4	333.3917847	1884.7259521
332.5499878	332.5499878	302.5499878	333.553833	1851.447876
332.7	332.7	302.7	333.7183533	1823.2857666
332.85	332.85	302.85	333.881531	1838.5975342
333	333	303	334.0429077	1858.969971
333.15	333.15	303.15	334.202179	1883.668091
333.3	333.3	303.3	334.359436	1907.584351
333.4500122	333.4500122	303.4500122	334.5171814	1901.8244629
333.6	333.6	303.6	334.67691	1878.0452881
333.75	333.75	303.75	334.8388367	1852.8111572
333.9	333.9	303.9	335	1861.3763428
334.0499878	334.0499878	304.0499878	335.1576233	1903.2565918
334.2	334.2	304.2	335.317841	1872.4615479
334.35	334.35	304.35	335.4795532	1855.2015381
334.5	334.5	304.5	335.643921	1825.2626953
334.65	334.65	304.65	335.808075	1827.58252
334.8	334.8	304.8	335.9709473	1841.9624023
334.9500122	334.9500122	304.9500122	336.1321716	1860.6931152
335.1	335.1	305.1	336.2906189	1893.2338867
335.25	335.25	305.25	336.44693	1919.2230225
335.4	335.4	305.4	336.6031189	1921.0544434
335.5499878	335.5499878	305.5499878	336.759979	1912.2958984
335.7	335.7	305.7	336.9208984	1864.4833984
335.85	335.85	305.85	337.0801086	1884.02124
336	336	306	337.2370911	1911.206665
336.15	336.15	306.15	337.3909	1950.460449
336.3	336.3	306.3	337.5444336	1953.8676758
336.4500122	336.4500122	306.4500122	337.6990662	1940.3127441
336.6	336.6	306.6	337.8563538	1907.2236328
336.75	336.75	306.75	338.0166626	1871.4122314
336.9	336.9	306.9	338.1773682	1866.900391
337.0499878	337.0499878	307.0499878	338.3362122	1888.6168213
337.2	337.2	307.2	338.4930725	1912.29834
337.35	337.35	307.35	338.6493225	1919.9555664
337.5	337.5	307.5	338.805969	1915.206909
337.65	337.65	307.65	338.9637146	1901.81897
337.8	337.8	307.8	339.1217651	1898.2327881
337.9500122	337.9500122	307.9500122	339.2781677	1918.1278076
338.1	338.1	308.1	339.4335022	1931.3753662
338.25	338.25	308.25	339.5892334	1926.201416
338.4	338.4	308.4	339.7473145	1897.875
338.5499878	338.5499878	308.5499878	339.9082031	1864.4803467
338.7	338.7	308.7	340.0709839	1842.9753418
338.85	338.85	308.85	340.2337952	1842.6375732
339	339	309	340.3945313	1866.5546875
339.15	339.15	309.15	340.5535583	1886.49353
339.3	339.3	309.3	340.712677	1885.4335938
339.4500122	339.4500122	309.4500122	340.8733826	1866.5544434
339.6	339.6	309.6	341.03656	1838.5991211
339.75	339.75	309.75	341.2013245	1820.64209
339.9	339.9	309.9	341.3664856	1816.37146
340.0499878	340.0499878	310.0499878	341.533051	1801.0970459
340.2	340.2	310.2	341.7018433	1777.5603027
340.35	340.35	310.35	341.8734131	1748.5375977
340.5	340.5	310.5	342.0473938	1724.2773438
340.65	340.65	310.65	342.2212524	1725.4595947
340.8	340.8	310.8	342.3910522	1766.953125
340.9500122	340.9500122	310.9500122	342.556	1818.666748
341.1	341.1	311.1	342.7166748	1867.2475586
341.25	341.25	311.25	342.8742065	1904.3382568
341.4	341.4	311.4	343.0323486	1896.8028564
341.5499878	341.5499878	311.5499878	343.1903381	1898.949829
341.7	341.7	311.7	343.348419	1897.872681
341.85	341.85	311.85	343.5073242	1887.9093018
342	342	312	343.66568	1894.3043213
342.15	342.15	312.15	343.8241577	1893.2355957
342.3	342.3	312.3	343.9830627	1887.9095459
342.4500122	342.4500122	312.4500122	344.1429443	1876.2932129
342.6	342.6	312.6	344.30426	1859.6589355
342.75	342.75	312.75	344.4678345	1833.9104
342.9	342.9	312.9	344.6336365	1809.515381
343.0499878	343.0499878	313.0499878	344.798401	1820.97229
343.2	343.2	313.2	344.9608154	1847.0292969
343.35	343.35	313.35	345.120331	1880.503418
343.5	343.5	313.5	345.2774658	1909.395874
343.65	343.65	313.65	345.4350281	1903.9786377
343.8	343.8	313.8	345.5948486	1876.99707
343.9500122	343.9500122	313.9500122	345.756012	1861.3731689
344.1	344.1	314.1	345.91803	1851.7908936
344.25	344.25	314.25	346.079559	1857.2575684
344.4	344.4	314.4	346.2389526	1882.261841
344.5499878	344.5499878	314.5499878	346.3976135	1890.7469482
344.7	344.7	314.7	346.5553284	1902.173584
344.85	344.85	314.85	346.7130432	1902.1799316
345	345	315	346.8721619	1885.4348145
345.15	345.15	315.15	347.031281	1885.0817871
345.3	345.3	315.3	347.1899414	1891.1022949
345.4500122	345.4500122	315.4500122	347.347931	1898.5852051
345.6	345.6	315.6	347.5054626	1904.699585
345.75	345.75	315.75	347.6625366	1909.7585449
345.9	345.9	315.9	347.818939	1918.128418
346.0499878	346.0499878	316.0499878	347.9743347	1930.6364746
346.2	346.2	316.2	348.129669	1931.3690186
346.35	346.35	316.35	348.285919	1919.9576416
346.5	346.5	316.5	348.4422913	1918.494141
346.65	346.65	316.65	348.598053	1925.8348389
346.8	346.8	316.8	348.7522888	1945.186279
346.9500122	346.9500122	316.9500122	348.9042358	1974.5570068
347.1	347.1	317.1	349.0552368	1986.6467285
347.25	347.25	317.25	349.20752	1969.9294434
347.4	347.4	317.4	349.3624268	1936.5793457
347.5499878	347.5499878	317.5499878	349.5192871	1912.6619873
347.7	347.7	317.7	349.6767273	1905.4112549
347.85	347.85	317.85	349.8329163	1920.6906738
348	348	318	349.9872131	1944.4350586
348.15	348.15	318.15	350.140961	1951.21936
348.3	348.3	318.3	350.2951355	1945.938721
348.4500122	348.4500122	318.4500122	350.4500732	1936.196289
348.6	348.6	318.6	350.60614	1922.1578369
348.75	348.75	318.75	350.7628479	1914.481079
348.9	348.9	318.9	350.9194031	1916.3033447
349.0499878	349.0499878	319.0499878	351.0755	1921.7911377
349.2	349.2	319.2	351.2307434	1932.4785156
349.35	349.35	319.35	351.3852539	1941.4353027
349.5	349.5	319.5	351.54007	1938.071289
349.65	349.65	319.65	351.6953125	1932.4903564
349.8	349.8	319.8	351.8504028	1934.347168
349.9500122	349.9500122	319.9500122	352.0049744	1940.6741943
350.1	350.1	320.1	352.158569	1953.112671
350.25	350.25	320.25	352.3119812	1955.769043
350.4	350.4	320.4	352.465759	1950.8417969
350.5499878	350.5499878	320.5499878	352.6199036	1945.939209
350.7	350.7	320.7	352.7739258	1947.80835
350.85	350.85	320.85	352.9284058	1942.1846924
351	351	321	353.084137	1926.2043457
351.15	351.15	321.15	353.24057	1917.76416
351.3	351.3	321.3	353.3976135	1910.4848633
351.4500122	351.4500122	321.4500122	353.5552063	1903.6062012
351.6	351.6	321.6	353.7118835	1914.8458252
351.75	351.75	321.75	353.8691711	1907.2271729
351.9	351.9	321.9	354.025238	1922.1586914
352.0499878	352.0499878	322.0499878	354.1794434	1945.5634766
352.2	352.2	322.2	354.3311462	1977.6553955
352.35	352.35	322.35	354.4801941	2012.4641113
352.5	352.5	322.5	354.630127	2001.2615967
352.65	352.65	322.65	354.7790833	2013.6719971
352.8	352.8	322.8	354.9254761	2049.3376465
352.9500122	352.9500122	322.9500122	355.0723877	2042.2524414
353.1	353.1	323.1	355.2162476	2085.4250488
353.25	353.25	323.25	355.36087	2074.2524414
353.4	353.4	323.4	355.5048828	2083.26709
353.5499878	353.5499878	323.5499878	355.6476135	2101.5339355
353.7	353.7	323.7	355.7879333	2138.11792
353.85	353.85	323.85	355.9269714	2157.844971
354	354	324	356.0645142	2180.751221
354.15	354.15	324.15	356.20285	2169.00415
354.3	354.3	324.3	356.3429565	2140.8652344
354.4500122	354.4500122	324.4500122	356.4847717	2115.6484375
354.6	354.6	324.6	356.6254578	2132.2490234
354.75	354.75	324.75	356.7627869	2184.5373535
354.9	354.9	324.9	356.8994446	2195.49585
355.0499878	355.0499878	325.0499878	357.03717	2178.3918457
355.2	355.2	325.2	357.1766357	2150.9084473
355.35	355.35	325.35	357.31955	2098.905029
355.5	355.5	325.5	357.46463	2067.8613281
355.65	355.65	325.65	357.6103821	2058.5581055
355.8	355.8	325.8	357.7565613	2052.262939
355.9500122	355.9500122	325.9500122	357.9021	2061.0664063
356.1	356.1	326.1	358.0464783	2078.1069336
356.25	356.25	326.25	358.19	2090.1889648
356.4	356.4	326.4	358.3327332	2101.9733887
356.5499878	356.5499878	326.5499878	358.475189	2105.9311523
356.7	356.7	326.7	358.6183472	2095.3881836
356.85	356.85	326.85	358.7625427	2080.6843262
357	357	327	358.907959	2062.7768555
357.15	357.15	327.15	359.0539246	2055.6159668
357.3	357.3	327.3	359.1992188	2064.4692383
357.4500122	357.4500122	327.4500122	359.342804	2089.298584
357.6	357.6	327.6	359.4847412	2113.8916016
357.75	357.75	327.75	359.6269836	2109.02002
357.9	357.9	327.9	359.770599	2088.8881836
358.0499878	358.0499878	328.0499878	359.9157715	2066.588623
358.2	358.2	328.2	360.0621033	2050.1501465
358.35	358.35	328.35	360.208771	2045.175293
358.5	358.5	328.5	360.3559265	2038.9615479
358.65	358.65	328.65	360.5031128	2038.1359863
358.8	358.8	328.8	360.64978	2045.1755371
358.9500122	358.9500122	328.9500122	360.7958069	2054.7526855
359.1	359.1	329.1	360.9412231	2062.7773438
359.25	359.25	329.25	361.086731	2061.932373
359.4	359.4	329.4	361.232605	2056.456543
359.5499878	359.5499878	329.5499878	361.379364	2044.344971
359.7	359.7	329.7	361.526489	2038.9366455
359.85	359.85	329.85	361.6720886	2060.66626
360	360	330	361.8162231	2081.1152344
360.15	360.15	330.15	361.960968	2072.5458984
360.3	360.3	330.3	362.10675	2058.1384277
360.4500122	360.4500122	330.4500122	362.2522278	2061.90625
360.6	360.6	330.6	362.39743	2066.1647949
360.75	360.75	330.75	362.54245	2068.7126465
360.9	360.9	330.9	362.6878662	2063.2006836
361.0499878	361.0499878	331.0499878	362.8342285	2049.75708
361.2	361.2	331.2	362.9802551	2054.3310547
361.35	361.35	331.35	363.125885	2059.8232422
361.5	361.5	331.5	363.2720947	2051.8459473
361.65	361.65	331.65	363.4211426	2012.8687744
361.8	361.8	331.8	363.572998	1975.7325439
361.9500122	361.9500122	331.9500122	363.7276611	1939.54126
362.1	362.1	332.1	363.883881	1920.3275146
362.25	362.25	332.25	364.041748	1900.3884277
362.4	362.4	332.4	364.2009888	1884.0273438
362.5499878	362.5499878	332.5499878	364.3605042	1880.5078125
362.7	362.7	332.7	364.519928	1881.887329
362.85	362.85	332.85	364.6791687	1884.0273438
363	363	333	364.8385315	1882.2659912
363.15	363.15	333.15	364.9978943	1882.618042
363.3	363.3	333.3	365.1571655	1883.6750488
363.4500122	363.4500122	333.4500122	365.3164063	1883.647461
363.6	363.6	333.6	365.4755554	1885.0859375
363.75	363.75	333.75	365.634613	1886.14563
363.9	363.9	333.9	365.7931213	1892.8845215
364.0499878	364.0499878	334.0499878	365.9494019	1919.5957031
364.2	364.2	334.2	366.1042786	1936.9267578
364.35	364.35	334.35	366.259491	1932.8647461
364.5	364.5	334.5	366.4160461	1916.3068848
364.65	364.65	334.65	366.5747986	1889.6866455
364.8	364.8	334.8	366.7350769	1871.7666016
364.9500122	364.9500122	334.9500122	366.8954163	1871.041748
365.1	365.1	335.1	367.0537415	1894.6660156
365.25	365.25	335.25	367.20932	1928.421631
365.4	365.4	335.4	367.3625488	1957.6743164
365.5499878	365.5499878	335.5499878	367.51474	1971.477051
365.7	365.7	335.7	367.6673279	1966.05481
365.85	365.85	335.85	367.8208923	1953.4953613
366	366	336	367.9755859	1939.19519
366.15	366.15	336.15	368.131531	1923.9989014
366.3	366.3	336.3	368.2885132	1910.8509521
366.4500122	366.4500122	336.4500122	368.446228	1902.1536865
366.75	366.75	336.75	368.7625427	1896.8084717
366.9	366.9	336.9	368.9201965	1902.9041748
367.0499878	367.0499878	337.0499878	369.0768433	1915.2137451
367.2	367.2	337.2	369.2323914	1928.7590332
367.35	367.35	337.35	369.3877563	1931.0115967
367.5	367.5	337.5	369.543579	1925.1030273
367.65	367.65	337.65	369.6996765	1921.79541
367.8	367.8	337.8	369.855957	1919.5965576
367.9500122	367.9500122	337.9500122	370.0125122	1916.2745361
368.1	368.1	338.1	370.169281	1913.7574463
368.25	368.25	338.25	370.3268127	1904.3444824
368.4	368.4	338.4	370.4850464	1896.09436
368.5499878	368.5499878	338.5499878	370.6427612	1902.1854248
368.7	368.7	338.7	370.7996216	1912.269409
369	369	339	371.1122437	1919.230835
369.15	369.15	339.15	371.2693481	1909.7640381
369.3	369.3	339.3	371.4281616	1888.9785156
369.4500122	369.4500122	339.4500122	371.5881653	1874.8710938
369.6	369.6	339.6	371.7483826	1872.463989
369.75	369.75	339.75	371.908661	1871.7677
369.9	369.9	339.9	372.0687561	1873.8582764
370.0499878	370.0499878	340.0499878	372.22821	1881.5639648
370.2	370.2	340.2	372.3863831	1896.416626
370.35	370.35	340.35	372.543579	1908.6778564
370.5	370.5	340.5	372.7008972	1906.8701172
370.65	370.65	340.65	372.85907	1896.8094482
370.8	370.8	340.8	373.0181885	1885.4407959
370.9500122	370.9500122	340.9500122	373.1767578	1891.7827148
371.1	371.1	341.1	373.3349	1897.1669922
371.25	371.25	341.25	373.4938049	1887.9160156
371.4	371.4	341.4	373.6525574	1889.68811
371.5499878	371.5499878	341.5499878	373.811371	1888.9790039
371.7	371.7	341.7	373.9705811	1884.3452148
371.85	371.85	341.85	374.13031	1878.0539551
372	372	342	374.291321	1863.1074219
372.15	372.15	342.15	374.4532166	1853.1608887
372.3	372.3	342.3	374.6138916	1867.2546387
372.4500122	372.4500122	342.4500122	374.7730713	1884.3444824
372.6	372.6	342.6	374.9306946	1903.6251221
372.75	372.75	342.75	375.0859375	1932.1247559
372.9	372.9	342.9	375.241333	1930.6425781
373.0499878	373.0499878	343.0499878	375.397461	1921.42981
373.2	373.2	343.2	375.5551147	1902.866699
373.35	373.35	343.35	375.712219	1909.7648926
373.5	373.5	343.5	375.8694153	1908.3167725
373.65	373.65	343.65	376.0280151	1891.819458
373.8	373.8	343.8	376.1878052	1877.3538818
373.9500122	373.9500122	343.9500122	376.3493652	1856.88269
374.1	374.1	344.1	376.510437	1862.418457
374.25	374.25	344.25	376.6702881	1876.653931
374.4	374.4	344.4	376.8287659	1893.24292
374.5499878	374.5499878	344.5499878	376.9854736	1914.487061
374.7	374.7	344.7	377.1424866	1910.449341
374.85	374.85	344.85	377.3002319	1901.8273926
375	375	345	377.4595642	1882.9729
375.15	375.15	345.15	377.6195068	1875.6052246
375.3	375.3	345.3	377.7797546	1872.1170654
375.4500122	375.4500122	345.4500122	377.9396362	1876.26355
375.6	375.6	345.6	378.0982971	1890.7537842
375.75	375.75	345.75	378.25528	1911.21582
375.9	375.9	345.9	378.41	1938.8239746
376.0499878	376.0499878	346.0499878	378.5634155	1955.7751465
376.2	376.2	346.2	378.7171631	1951.182373
376.35	376.35	346.35	378.8721313	1935.8411865
376.5	376.5	346.5	379.0287781	1915.2159424
376.65	376.65	346.65	379.1871948	1893.5994873
376.8	376.8	346.8	379.3470459	1876.6546631
376.9500122	376.9500122	346.9500122	379.5080261	1863.7561035
377.25	377.25	347.25	379.8279114	1875.605591
377.4	377.4	347.4	379.9867554	1888.6258545
377.5499878	377.5499878	347.5499878	380.1446533	1900.0333252
377.7	377.7	347.7	380.3023987	1901.7840576
377.85	377.85	347.85	380.4613342	1887.5634766
378	378	348	380.622101	1866.2174072
378.15	378.15	348.15	380.7833862	1860.010498
378.3	378.3	348.3	380.9437866	1870.37854
378.4500122	378.4500122	348.4500122	381.1028442	1886.10437
378.6	378.6	348.6	381.260437	1903.6265869
378.75	378.75	348.75	381.418091	1902.90686
378.9	378.9	348.9	381.577209	1885.0894775
379.0499878	379.0499878	349.0499878	381.7353516	1897.1689453
379.2	379.2	349.2	381.891479	1921.3848877
379.35	379.35	349.35	382.0458984	1942.9411621
379.5	379.5	349.5	382.2	1946.6986084
379.65	379.65	349.65	382.355896	1924.369873
379.8	379.8	349.8	382.5134583	1903.9869385
379.9500122	379.9500122	349.9500122	382.6726685	1884.3377686
380.1	380.1	350.1	382.833099	1870.0313721
380.25	380.25	350.25	382.9953	1849.41748
380.4	380.4	350.4	383.1589966	1832.91687
380.5499878	380.5499878	350.5499878	383.3235168	1823.2893066
380.7	380.7	350.7	383.487061	1834.5413818
380.85	380.85	350.85	383.6482239	1861.386841
381	381	351	383.8070679	1888.626709
381.15	381.15	351.15	383.966431	1882.2701416
381.3	381.3	351.3	384.1269226	1869.3371582
381.4500122	381.4500122	351.4500122	384.288147	1860.651489
381.6	381.6	351.6	384.447937	1877.705811
381.75	381.75	351.75	384.6069946	1886.14978
381.9	381.9	351.9	384.7662964	1882.9744873
382.0499878	382.0499878	352.0499878	384.9248352	1892.5327148
382.2	382.2	352.2	385.0827332	1899.9851074
382.35	382.35	352.35	385.2419434	1884.0317383
382.5	382.5	352.5	385.4033813	1858.2946777
382.65	382.65	352.65	385.5646973	1860.0114746
382.8	382.8	352.8	385.72464	1875.6069336
382.9500122	382.9500122	352.9500122	385.8828735	1895.6906738
383.1	383.1	353.1	386.0409851	1897.5273438
383.25	383.25	353.25	386.2	1886.50354
383.4	383.4	353.4	386.3598633	1876.6561279
383.5499878	383.5499878	353.5499878	386.5203857	1868.990601
383.7	383.7	353.7	386.6810913	1866.86084
383.85	383.85	353.85	386.8424683	1858.9812012
384	384	354	387.0056458	1838.2731934
384.15	384.15	354.15	387.1729431	1793.4053955
384.3	384.3	354.3	387.3409729	1785.453125
384.4500122	384.4500122	354.4500122	387.5045471	1833.8696289
384.6	384.6	354.6	387.6643982	1876.65625
384.75	384.75	354.75	387.82312	1890.0458984
384.9	384.9	354.9	387.9820557	1887.5651855
385.0499878	385.0499878	355.0499878	388.1418762	1877.3564453
385.2	385.2	355.2	388.30191	1874.5078125
385.35	385.35	355.35	388.4614563	1880.1616211
385.5	385.5	355.5	388.6203613	1888.2734375
385.65	385.65	355.65	388.7802429	1876.3067627
385.8	385.8	355.8	388.94281	1845.3503418
385.9500122	385.9500122	355.9500122	389.1077271	1818.9560547
386.1	386.1	356.1	389.272461	1821.3110352
386.25	386.25	356.25	389.434601	1850.0986328
386.4	386.4	356.4	389.5928955	1895.3845215
386.5499878	386.5499878	356.5499878	389.7477417	1937.3339844
386.7	386.7	356.7	389.9017944	1947.3978271
386.85	386.85	356.85	390.0582886	1917.04187
387	387	357	390.2198181	1857.26709
387.15	387.15	357.15	390.386749	1796.92749
387.3	387.3	357.3	390.5551758	1781.3463135
387.4500122	387.4500122	357.4500122	390.7195435	1825.2213135
387.6	387.6	357.6	390.8792725	1878.0574951
387.75	387.75	357.75	391.0348511	1928.42688
387.9	387.9	357.9	391.1885071	1952.3640137
388.0499878	388.0499878	358.0499878	391.344299	1925.4760742
